Player Name,Team,Position,Salary,Years,Total Value,Average Annual,Normalized Name,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,xobp,xiso,avg_swing_speed,fast_swing_rate,blasts_contact,blasts_swing,squared_up_contact,squared_up_swing,avg_swing_length,swords,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
"Kwan, Steven",Guardians,OF,757600,,0,0.0,Steven Kwan,480,540,140,107,16,3,14,51,53,9.4,9.8,0.292,0.425,0.368,0.793,0.284,0.385,0.349,0.333,0.361,0.101,64.4,0.4,5.9,5.5,41.9,38.8,6.4,8,86.3,14.9,38.5,2.6,23.7,95.04543782,91.531639359,8.2,39.1
"Walls, Taylor",Rays,INF,757300,,0,0.0,Taylor Walls,218,252,40,31,5,3,1,67,31,26.6,12.3,0.183,0.248,0.282,0.53,0.184,0.259,0.245,0.252,0.284,0.075,67.3,1.7,5.9,4.5,32.5,24.5,7.2,8,86.1,18.2,29.9,3.2,24.0,95.086734605,91.544710263,25.0,45.1
"Donovan, Brendan",Cardinals,INF,757200,,0,0.0,Brendan Donovan,587,652,163,112,34,3,14,81,47,12.4,7.2,0.278,0.417,0.342,0.759,0.277,0.419,0.332,0.335,0.343,0.142,69.6,7.2,13.8,12.0,40.5,35.2,6.9,14,88.7,13.2,36.6,5.5,37.6,98.552237391,93.418618597,15.1,44.2
"Massey, Michael",Royals,2,757000,,0,0.0,Michael Massey,332,356,86,53,17,2,14,56,15,15.7,4.2,0.259,0.449,0.294,0.743,0.258,0.414,0.317,0.309,0.295,0.156,70.8,8.3,11.9,10.0,35.5,29.8,7.2,6,89.2,16.8,34.4,7.1,36.9,98.396031151,93.36810777,17.9,52.0
"Sheets, Gavin",White Sox,INF,756950,,0,0.0,Gavin Sheets,451,501,105,70,24,1,10,106,43,21.2,8.6,0.233,0.357,0.303,0.66,0.251,0.38,0.291,0.309,0.32,0.129,72.7,29.7,12.7,10.1,28.2,22.6,7.6,27,87.8,13.5,41.1,5.7,35.3,98.863415862,93.510571585,23.0,46.2
"Zavala, Seby",Mariners,C,756700,,0,0.0,Seby Zavala,39,43,6,3,2,0,1,16,3,37.2,7.0,0.154,0.282,0.214,0.496,0.178,0.352,0.221,0.257,0.237,0.174,68.6,6.0,11.4,7.5,29.5,19.4,7.2,3,90.5,19.9,41.7,4.2,41.7,99.439761667,94.559434783,36.9,49.1
"Henderson, Gunnar",Orioles,SS,756200,,0,0.0,Gunnar Henderson,630,719,177,102,31,7,37,159,78,22.1,10.8,0.281,0.529,0.364,0.893,0.283,0.492,0.381,0.374,0.368,0.208,76.3,64.0,22.6,17.6,32.1,25.1,7.2,20,92.8,9.2,34.5,11.2,53.9,104.002332911,96.835723291,24.4,44.2
"Jung, Josh",Rangers,3,756000,,0,0.0,Josh Jung,178,188,47,34,5,1,7,48,8,25.5,4.3,0.264,0.421,0.298,0.719,0.241,0.397,0.311,0.292,0.276,0.156,72.0,14.6,10.7,7.5,35.5,25.0,7.2,5,86.2,12.2,38.2,9.9,39.7,97.932886515,93.114510916,31.9,51.9
"Lowe, Josh",Rays,OF,755700,,0,0.0,Josh Lowe,353,387,85,54,19,2,10,123,32,31.8,8.3,0.241,0.391,0.302,0.693,0.228,0.388,0.299,0.295,0.292,0.16,73.3,32.7,13.4,9.2,28.2,19.2,7.2,9,90.8,16.9,37.9,10.3,46.1,100.893361034,94.928910905,31.9,51.6
"Gorman, Nolan",Cardinals,2,755550,,0,0.0,Nolan Gorman,365,402,74,40,15,0,19,151,34,37.6,8.5,0.203,0.4,0.271,0.671,0.209,0.433,0.29,0.307,0.278,0.223,73.2,30.2,14.1,9.3,26.1,17.2,7.5,16,88.5,20.3,40.3,16.7,38.6,100.727790741,94.443953953,38.7,51.0
"Rortvedt, Ben",Rays,C,755400,,0,0.0,Ben Rortvedt,290,328,66,50,13,0,3,88,34,26.8,10.4,0.228,0.303,0.317,0.62,0.202,0.287,0.283,0.267,0.295,0.085,69.7,5.2,7.7,5.6,32.1,23.5,7.1,7,86.2,11.9,30.2,3.5,30.7,96.9585767,92.49508965,26.7,43.0
"Cruz, Oneil",Pirates,SS,755000,,0,0.0,Oneil Cruz,541,599,140,82,34,3,21,181,51,30.2,8.5,0.259,0.449,0.324,0.773,0.263,0.461,0.331,0.34,0.329,0.199,78.6,75.6,24.6,16.6,34.1,22.9,7.7,9,95.5,9.8,32.1,15.7,54.9,107.199352928,98.547881492,34.1,46.3
"Delay, Jason",Pirates,C,755000,,0,0.0,Jason Delay,15,19,3,0,3,0,0,0,3,0.0,15.8,0.2,0.4,0.333,0.733,0.195,0.239,0.324,0.275,0.329,0.045,68.8,0.0,0.0,0.0,53.3,47.1,7.4,0,83.2,22.4,18.8,0.0,18.8,93.39193125,90.875696667,23.1,52.0
"Suwinski, Jack",Pirates,OF,755000,,0,0.0,Jack Suwinski,247,277,45,28,8,0,9,79,27,28.5,9.7,0.182,0.324,0.264,0.588,0.22,0.361,0.26,0.292,0.299,0.141,73.3,32.7,12.5,9.2,27.0,19.8,7.3,7,88.9,12.9,28.8,8.8,38.2,100.854161429,94.49330497,27.4,46.5
"Campusano, Luis",Padres,C,754700,,0,0.0,Luis Campusano,277,299,63,42,13,0,8,41,20,13.7,6.7,0.227,0.361,0.281,0.642,0.242,0.35,0.282,0.289,0.297,0.108,69.2,7.2,12.2,9.9,36.8,30.0,7.6,2,87.7,9.9,27.4,4.6,34.2,98.345403475,93.277557745,20.5,50.9
"Duran, Ezequiel",Rangers,INF,754500,,0,0.0,Ezequiel Duran,268,285,66,52,11,0,3,63,14,22.1,4.9,0.246,0.321,0.288,0.609,0.215,0.309,0.27,0.252,0.258,0.094,72.6,25.3,12.6,9.9,29.0,22.7,7.2,10,87.1,8.9,28.2,3.4,35.9,98.680111262,93.37676239,24.7,56.4
"Raley, Luke",Mariners,1,754200,,0,0.0,Luke Raley,404,455,98,55,19,2,22,135,27,29.7,5.9,0.243,0.463,0.32,0.783,0.22,0.418,0.339,0.316,0.301,0.198,75.0,50.8,16.8,11.4,27.0,18.4,7.2,16,90.1,13.5,31.5,11.0,41.8,101.696067615,95.042152538,34.5,51.8
"Pasquantino, Vinnie",Royals,1,752750,,0,0.0,Vinnie Pasquantino,496,554,130,79,30,2,19,71,40,12.8,7.2,0.262,0.446,0.315,0.761,0.266,0.438,0.325,0.331,0.322,0.173,71.8,20.7,16.1,13.9,36.8,31.7,7.4,12,91.0,14.6,31.9,7.1,46.5,100.997993151,94.970921142,14.5,47.8
"Monasterio, Andruw",Brewers,INF,752500,,0,0.0,Andruw Monasterio,125,142,26,20,5,0,1,40,16,28.2,11.3,0.208,0.272,0.303,0.575,0.211,0.342,0.266,0.291,0.305,0.132,69.1,3.3,9.6,7.5,29.3,23.0,6.7,5,88.1,14.9,36.5,9.4,41.2,98.583089286,93.585745952,24.0,42.5
"Meneses, Joey",Nationals,DH,752000,,0,0.0,Joey Meneses,281,313,65,51,11,0,3,63,21,20.1,6.7,0.231,0.302,0.291,0.593,0.223,0.326,0.264,0.275,0.288,0.104,70.4,11.8,11.8,9.4,34.4,27.4,7.0,8,88.9,8.3,30.8,4.5,39.3,99.265454911,93.867431839,22.9,50.8
"Garcia, Maikel",Royals,3,751250,,0,0.0,Maikel Garcia,575,626,133,94,27,5,7,103,42,16.5,6.7,0.231,0.332,0.281,0.613,0.26,0.366,0.27,0.3,0.31,0.106,70.8,10.8,16.1,14.0,41.0,35.6,7.2,12,90.4,6.4,34.1,3.7,42.8,100.050927426,94.39492241,15.7,43.4
"Serven, Brian",Blue Jays,C,751000,,0,0.0,Brian Serven,63,71,10,6,4,0,0,22,5,31.0,7.0,0.159,0.222,0.243,0.465,0.172,0.265,0.217,0.239,0.255,0.093,70.3,5.9,6.2,4.9,28.4,22.5,7.5,2,84.7,20.6,35.7,2.4,16.7,94.9411335,91.5968815,23.6,47.7
"Adams, Riley",Nationals,C,750900,,0,0.0,Riley Adams,116,130,26,18,5,1,2,35,10,26.9,7.7,0.224,0.336,0.292,0.628,0.219,0.341,0.275,0.281,0.292,0.122,75.5,52.5,16.9,12.6,25.3,18.8,8.1,0,89.9,13.6,30.1,7.2,43.4,101.844362857,95.170948072,28.1,49.5
"Burleson, Alec",Cardinals,OF,750050,,0,0.0,Alec Burleson,547,595,147,106,20,0,21,76,35,12.8,5.9,0.269,0.42,0.314,0.734,0.273,0.435,0.319,0.329,0.32,0.162,71.2,18.0,13.3,11.1,37.1,31.0,7.5,11,89.7,13.6,34.3,6.5,41.7,99.381927173,94.012155751,19.2,55.7
"Neto, Zach",Angels,SS,750000,,0,0.0,Zach Neto,542,602,135,77,34,1,23,140,39,23.3,6.5,0.249,0.443,0.318,0.761,0.236,0.414,0.33,0.317,0.307,0.178,71.0,14.7,13.9,10.4,33.8,25.4,7.1,37,88.5,12.3,29.0,8.4,38.8,100.130832864,94.28058907,27.1,48.9
"Schanuel, Nolan",Angels,1,750000,,0,0.0,Nolan Schanuel,519,607,130,98,19,0,13,103,68,17.0,11.2,0.25,0.362,0.343,0.705,0.254,0.355,0.315,0.318,0.348,0.101,65.2,2.6,5.6,4.9,36.5,31.8,6.6,13,86.1,10.3,36.4,3.5,25.4,95.305191333,91.662606993,14.4,41.8
"Stefanic, Michael",Angels,INF,750000,,0,0.0,Michael Stefanic,110,124,24,20,4,0,0,20,10,16.1,8.1,0.218,0.255,0.301,0.556,0.205,0.256,0.258,0.254,0.289,0.051,64.4,0.6,3.4,3.1,38.1,34.4,6.3,3,85.1,7.0,24.2,1.1,26.4,94.514950889,91.314226629,10.5,41.5
"Wall, Forrest",Braves,OF,750000,,0,0.0,Forrest Wall,32,35,8,8,0,0,0,8,3,22.9,8.6,0.25,0.25,0.314,0.564,0.192,0.252,0.261,0.236,0.261,0.061,69.2,3.9,10.3,5.9,55.2,31.4,6.8,0,89.2,14.2,16.7,0.0,33.3,96.524065,92.592124,36.4,51.2
"Baty, Brett",Mets,3,750000,,0,0.0,Brett Baty,153,171,35,28,3,0,4,42,16,24.6,9.4,0.229,0.327,0.306,0.633,0.211,0.344,0.282,0.282,0.29,0.133,73.5,38.0,8.7,6.5,19.4,14.4,7.6,5,86.6,10.3,27.7,5.4,33.0,99.354530364,93.683074727,26.2,50.9
"Benson, Will",Reds,OF,750000,,0,0.0,Will Benson,343,388,64,29,19,2,14,154,40,39.7,10.3,0.187,0.376,0.274,0.65,0.18,0.333,0.285,0.268,0.268,0.153,72.1,20.8,10.3,6.5,25.8,16.2,7.9,17,89.4,18.2,36.5,11.5,40.1,99.756805263,94.123444,39.0,47.6
"Fairchild, Stuart",Reds,OF,750000,,0,0.0,Stuart Fairchild,209,233,45,29,8,0,8,60,17,25.8,7.3,0.215,0.368,0.286,0.654,0.215,0.376,0.288,0.293,0.287,0.161,70.3,10.1,11.8,7.7,32.7,21.4,7.4,10,85.5,20.5,27.6,7.9,36.8,98.640738472,93.363702378,35.5,50.2
"Martini, Nick",Reds,OF,750000,,0,0.0,Nick Martini,146,163,31,20,4,2,5,38,9,23.3,5.5,0.212,0.37,0.272,0.642,0.214,0.34,0.279,0.276,0.278,0.126,69.8,6.8,9.7,7.6,32.3,25.1,6.9,8,87.4,14.9,32.4,7.2,34.2,98.233857857,93.416418378,24.8,49.6
"Steer, Spencer",Reds,OF,750000,,0,0.0,Spencer Steer,574,656,129,71,34,4,20,137,72,20.9,11.0,0.225,0.402,0.319,0.721,0.235,0.379,0.316,0.315,0.328,0.144,71.6,13.6,12.7,10.0,32.5,25.6,7.4,21,88.0,17.4,34.2,6.4,39.9,99.163434247,93.708755492,23.1,44.5
"Wells, Austin",Yankees,C,750000,,0,0.0,Austin Wells,354,414,81,49,18,1,13,87,47,21.0,11.4,0.229,0.395,0.322,0.717,0.242,0.429,0.315,0.339,0.339,0.187,72.5,22.5,15.7,11.6,30.4,22.5,7.4,13,88.4,17.1,34.5,9.1,38.9,99.723567259,94.070969368,27.3,49.3
"Smith, Josh",Rangers,INF,749500,,0,0.0,Josh Smith,523,592,135,91,30,1,13,121,46,20.4,7.8,0.258,0.394,0.337,0.731,0.242,0.352,0.323,0.304,0.324,0.11,70.1,6.8,11.8,9.2,35.7,27.8,6.8,10,87.8,15.4,33.7,3.7,37.1,98.306997711,93.25999596,21.8,47.1
"Abreu, Wilyer",Red Sox,OF,749500,,0,0.0,Wilyer Abreu,399,447,101,51,33,2,15,125,40,28.0,8.9,0.253,0.459,0.322,0.781,0.229,0.418,0.336,0.317,0.304,0.19,74.6,44.6,16.0,11.8,30.7,22.6,7.4,17,91.6,19.2,33.7,11.1,50.5,101.945020507,95.552365543,29.6,48.1
"Florial, Estevan",Guardians,OF,748500,,0,0.0,Estevan Florial,98,111,17,6,6,2,3,41,11,36.9,9.9,0.173,0.367,0.264,0.631,0.166,0.283,0.277,0.247,0.257,0.116,73.0,30.1,13.5,8.1,27.0,16.1,7.1,0,88.7,12.8,36.2,10.3,41.4,99.259345517,93.884180351,42.2,51.1
"Turang, Brice",Brewers,2,748200,,0,0.0,Brice Turang,559,619,142,107,24,4,7,105,50,17.0,8.1,0.254,0.349,0.316,0.665,0.261,0.34,0.294,0.297,0.323,0.079,66.2,3.5,6.2,5.4,33.8,29.2,6.1,12,87.0,6.1,32.0,2.4,29.7,96.869333063,92.521821874,13.8,47.7
"Bailey, Patrick",Giants,C,747500,,0,0.0,Patrick Bailey,401,448,94,69,16,1,8,100,39,22.3,8.7,0.234,0.339,0.298,0.637,0.258,0.398,0.281,0.319,0.324,0.141,71.3,13.2,15.6,12.1,36.2,28.1,7.3,9,91.3,12.1,37.9,5.5,43.0,100.739347483,94.770639073,23.4,48.1
"Davis, Henry",Pirates,C,747500,,0,0.0,Henry Davis,104,122,15,10,4,0,1,45,13,36.9,10.7,0.144,0.212,0.242,0.454,0.156,0.227,0.213,0.226,0.254,0.071,72.5,25.7,6.0,3.9,22.4,14.5,7.4,5,85.3,17.2,29.0,4.8,35.5,97.637210645,92.897598852,36.3,47.0
"Walker, Jordan",Cardinals,OF,747450,,0,0.0,Jordan Walker,164,178,33,17,10,1,5,50,10,28.1,5.6,0.201,0.366,0.253,0.619,0.211,0.363,0.268,0.278,0.265,0.152,77.3,72.0,19.1,13.6,28.7,20.5,8.2,9,91.2,9.4,29.3,9.5,43.1,101.753692241,95.20491069,31.6,49.6
"Short, Zack",Mets,INF,747300,,0,0.0,Zack Short,70,88,9,6,3,0,0,24,14,27.3,15.9,0.129,0.171,0.282,0.453,0.169,0.25,0.228,0.271,0.315,0.081,70.0,3.2,4.4,3.2,30.0,21.8,7.0,2,88.6,21.2,34.7,4.1,26.5,96.634716957,92.551010889,26.6,40.4
"Meadows, Parker",Tigers,OF,746900,,0,0.0,Parker Meadows,270,298,66,39,12,6,9,76,25,25.5,8.4,0.244,0.433,0.31,0.743,0.229,0.378,0.321,0.298,0.297,0.15,70.5,9.8,11.4,8.6,31.5,23.7,7.2,15,87.0,18.5,34.7,7.7,32.3,97.956970619,93.056795751,27.0,45.5
"Julien, Edouard",Twins,2,746750,,0,0.0,Edouard Julien,266,301,53,36,9,0,8,102,33,33.9,11.0,0.199,0.323,0.292,0.615,0.197,0.351,0.278,0.287,0.291,0.154,71.9,17.0,12.7,9.0,28.2,20.0,7.1,10,87.8,11.9,38.4,9.8,37.8,98.889968415,93.491651402,30.9,40.6
"Frelick, Sal",Brewers,OF,746500,,0,0.0,Sal Frelick,475,524,123,95,22,4,2,78,39,14.9,7.4,0.259,0.335,0.32,0.655,0.246,0.304,0.292,0.278,0.308,0.058,66.3,2.6,6.0,5.3,36.1,31.7,6.9,10,83.4,9.7,30.0,0.8,19.5,94.439757846,91.272403907,12.9,41.5
"Amaya, Miguel",Cubs,C,746500,,0,0.0,Miguel Amaya,328,363,76,53,13,2,8,62,23,17.1,6.3,0.232,0.357,0.288,0.645,0.251,0.371,0.283,0.3,0.306,0.12,72.9,32.4,11.9,9.5,29.4,23.4,7.2,6,88.4,11.1,33.9,4.7,33.9,99.101174286,93.708861353,22.5,54.0
"Mastrobuoni, Miles",Cubs,INF,746000,,0,0.0,Miles Mastrobuoni,98,106,19,16,3,0,0,17,7,16.0,6.6,0.194,0.224,0.245,0.469,0.264,0.362,0.214,0.297,0.311,0.097,66.8,2.3,5.8,4.5,46.2,36.4,6.5,1,87.4,13.9,32.9,2.4,31.7,96.319052927,92.222572963,20.3,41.5
"Westburg, Jordan",Orioles,2,745800,,0,0.0,Jordan Westburg,416,447,110,61,26,5,18,97,22,21.7,4.9,0.264,0.481,0.312,0.793,0.281,0.491,0.34,0.353,0.328,0.21,71.0,10.8,16.6,11.9,37.5,27.1,6.8,17,91.1,13.1,37.4,11.8,46.1,101.801873375,95.272487,29.3,51.0
"Lewis, Royce",Twins,3,745700,,0,0.0,Royce Lewis,292,325,68,36,16,0,16,74,28,22.8,8.6,0.233,0.452,0.295,0.747,0.246,0.435,0.317,0.32,0.309,0.189,73.3,36.1,12.7,9.4,26.6,19.7,7.7,13,87.1,16.8,36.3,11.2,37.7,99.690144144,93.856491441,27.0,51.9
"Wallner, Matt",Twins,OF,745550,,0,0.0,Matt Wallner,220,261,57,26,17,1,13,95,24,36.4,9.2,0.259,0.523,0.372,0.895,0.234,0.468,0.385,0.358,0.351,0.233,77.3,73.5,18.4,11.8,24.1,15.4,7.3,15,92.8,21.6,38.1,17.5,53.2,104.61196127,96.920236746,38.4,47.8
"Palacios, Richie",Rays,OF,745200,,0,0.0,Richie Palacios,264,316,59,45,8,1,5,67,45,21.2,14.2,0.223,0.318,0.346,0.664,0.249,0.342,0.303,0.325,0.369,0.093,68.9,4.2,8.5,6.6,29.6,22.9,7.0,9,86.2,14.0,36.4,3.5,30.3,96.843483131,92.444278274,24.7,46.7
"Bride, Jonah",Marlins,INF,745000,,0,0.0,Jonah Bride,232,272,64,43,10,0,11,55,30,20.2,11.0,0.276,0.461,0.357,0.818,0.224,0.334,0.351,0.297,0.319,0.11,67.9,5.0,8.8,7.6,35.5,30.5,7.2,7,87.1,11.8,29.9,5.4,33.7,97.444142826,92.857149348,16.7,38.2
"Trejo, Alan",Rockies,2,745000,,0,0.0,Alan Trejo,63,67,9,9,0,0,0,15,2,22.4,3.0,0.143,0.143,0.182,0.325,0.185,0.242,0.152,0.208,0.222,0.058,66.0,2.1,6.5,5.2,41.6,33.0,7.1,2,86.5,13.4,26.5,2.0,24.5,96.015786087,92.100694348,25.8,57.9
"Allen, Nick",Athletics,SS,745000,,0,0.0,Nick Allen,97,105,17,12,4,0,1,20,5,19.0,4.8,0.175,0.247,0.216,0.463,0.202,0.246,0.207,0.22,0.241,0.044,65.0,0.0,4.6,3.9,35.8,30.7,6.5,7,84.4,8.9,25.0,1.3,17.5,93.887057838,90.966985405,18.8,49.4
"Bleday, JJ",Athletics,OF,745000,,0,0.0,JJ Bleday,572,642,139,72,43,4,20,125,67,19.5,10.4,0.243,0.437,0.324,0.761,0.242,0.4,0.33,0.319,0.324,0.157,71.7,16.5,15.5,11.8,35.0,26.5,7.3,24,88.5,18.6,37.1,8.3,36.2,98.959573229,93.527316345,26.1,45.3
"Langeliers, Shea",Athletics,C,745000,,0,0.0,Shea Langeliers,482,534,108,59,18,2,29,145,41,27.2,7.7,0.224,0.45,0.288,0.738,0.241,0.456,0.315,0.328,0.305,0.215,74.1,42.0,17.7,12.9,32.5,23.7,7.3,7,91.3,16.3,35.3,12.8,44.0,102.05460686,95.451719446,29.2,49.5
"Noda, Ryan",Athletics,1,745000,,0,0.0,Ryan Noda,95,111,13,8,4,0,1,37,14,33.3,12.6,0.137,0.211,0.255,0.466,0.158,0.263,0.223,0.25,0.274,0.106,72.3,26.4,13.4,9.3,24.7,17.1,7.6,5,86.2,16.0,23.7,5.1,33.9,98.772266786,93.479950357,33.8,42.1
"Ruiz, Esteury",Athletics,OF,745000,,0,0.0,Esteury Ruiz,55,65,11,6,2,1,2,20,4,30.8,6.2,0.2,0.382,0.27,0.652,0.181,0.341,0.281,0.281,0.263,0.16,72.4,31.5,13.1,8.7,27.9,18.5,7.6,2,87.7,17.1,28.2,10.3,35.9,98.156481053,93.251287027,30.1,50.0
"Rojas, Johan",Phillies,OF,745000,,0,0.0,Johan Rojas,338,363,82,64,12,3,3,69,13,19.0,3.6,0.243,0.322,0.279,0.601,0.225,0.292,0.265,0.25,0.262,0.067,71.3,20.9,12.5,9.7,32.2,24.9,7.3,12,85.7,4.8,22.0,2.5,27.4,97.163679462,92.590351731,22.7,48.8
"Triolo, Jared",Pirates,2,745000,,0,0.0,Jared Triolo,394,446,85,65,10,1,9,118,42,26.5,9.4,0.216,0.315,0.296,0.611,0.224,0.332,0.275,0.289,0.307,0.108,70.5,6.2,12.8,9.7,30.3,22.8,7.8,19,88.4,13.4,38.8,5.3,39.1,99.388421871,93.892534424,27.4,47.7
"Williams, Alika",Pirates,INF,745000,,0,0.0,Alika Williams,87,96,18,12,4,2,0,22,3,22.9,3.1,0.207,0.299,0.242,0.541,0.226,0.306,0.237,0.251,0.26,0.08,69.6,2.3,8.9,7.0,28.7,22.5,7.0,1,87.2,15.7,38.6,4.3,27.1,96.808036364,92.542401077,23.1,51.5
"Carter, Evan",Rangers,OF,745000,,0,0.0,Evan Carter,144,162,27,14,6,2,5,43,15,26.5,9.3,0.188,0.361,0.272,0.633,0.208,0.332,0.278,0.281,0.291,0.124,71.0,15.6,13.5,10.6,31.2,24.4,7.1,2,86.0,13.9,33.3,5.9,32.4,97.157820196,92.58927951,23.4,38.3
"Jones, Nolan",Rockies,OF,745000,,0,0.0,Nolan Jones,256,297,58,41,13,1,3,91,36,30.6,12.1,0.227,0.32,0.321,0.641,0.211,0.322,0.287,0.287,0.31,0.111,70.7,17.0,10.7,8.2,31.3,23.9,6.7,8,88.2,7.8,34.3,5.9,44.4,100.556302024,94.528500893,25.6,40.0
"Montero, Elehuris",Rockies,1,745000,,0,0.0,Elehuris Montero,224,247,46,32,10,0,4,56,20,22.7,8.1,0.205,0.304,0.267,0.571,0.208,0.324,0.254,0.269,0.274,0.116,75.1,53.1,15.2,10.7,28.6,20.2,7.6,10,89.5,17.0,27.5,7.6,41.5,100.877618721,94.67846193,30.3,54.1
"Schneider, Davis",Blue Jays,INF,744900,,0,0.0,Davis Schneider,397,454,76,43,19,1,13,144,47,31.7,10.4,0.191,0.343,0.282,0.625,0.198,0.358,0.277,0.292,0.292,0.16,69.8,6.1,10.4,7.6,30.1,22.0,6.9,25,88.6,21.4,38.0,12.0,38.0,98.986742636,93.569243488,30.6,42.5
"Brennan, Will",Guardians,OF,744900,,0,0.0,Will Brennan,330,353,87,64,13,2,8,48,19,13.6,5.4,0.264,0.388,0.309,0.697,0.269,0.374,0.303,0.302,0.314,0.105,69.0,3.2,9.7,8.1,34.1,28.5,6.9,22,86.0,13.3,31.1,4.6,32.5,97.132881418,92.582691388,18.1,54.8
"Fermin, Freddy",Royals,C,744500,,0,0.0,Freddy Fermin,339,368,92,72,14,0,6,66,23,17.9,6.3,0.271,0.366,0.319,0.685,0.244,0.334,0.3,0.279,0.294,0.09,70.8,9.8,11.1,8.9,32.9,26.3,7.5,21,88.2,11.1,29.2,3.2,33.9,97.931397537,93.085600262,23.0,51.0
"Rosario, Eguy",Padres,INF,744400,,0,0.0,Eguy Rosario,53,57,13,4,6,0,3,20,2,35.1,3.5,0.245,0.528,0.286,0.814,0.196,0.392,0.345,0.274,0.239,0.196,72.5,26.0,17.4,11.0,37.0,23.3,7.8,2,89.2,12.9,41.2,14.7,47.1,100.516977059,94.79073697,41.9,46.5
"Mitchell, Garrett",Brewers,OF,744300,,0,0.0,Garrett Mitchell,196,224,50,27,12,3,8,71,25,31.7,11.2,0.255,0.469,0.342,0.811,0.232,0.374,0.351,0.312,0.322,0.142,75.7,59.3,17.3,11.2,27.0,17.5,7.4,9,88.8,2.8,34.6,8.7,37.0,100.952074833,94.510744,34.8,44.4
"Arias, Gabriel",Guardians,INF,744100,,0,0.0,Gabriel Arias,153,161,34,21,9,1,3,53,6,32.9,3.7,0.222,0.353,0.255,0.608,0.221,0.368,0.263,0.274,0.256,0.147,74.5,47.5,14.2,8.8,25.1,15.6,7.6,8,89.7,5.6,35.6,7.9,36.6,101.274794118,94.824434059,38.4,60.9
"Blanco, Dairon",Royals,OF,743750,,0,0.0,Dairon Blanco,120,132,31,23,4,0,4,32,8,24.2,6.1,0.258,0.392,0.308,0.7,0.212,0.37,0.306,0.279,0.265,0.158,74.1,43.4,18.5,12.8,31.9,21.9,7.5,7,89.0,8.6,26.7,7.8,37.8,99.654640732,94.051881852,32.9,52.3
"Canzone, Dominic",Mariners,OF,743700,,0,0.0,Dominic Canzone,168,188,33,18,7,0,8,53,18,28.2,9.6,0.196,0.381,0.271,0.652,0.215,0.426,0.28,0.307,0.289,0.211,72.4,26.6,17.8,12.5,34.6,24.2,7.6,5,89.9,9.1,31.6,11.1,44.4,101.759585593,95.324768718,34.4,52.2
"Rafaela, Ceddanne",Red Sox,OF,743500,,0,0.0,Ceddanne Rafaela,544,571,134,91,23,5,15,151,15,26.4,2.6,0.246,0.39,0.274,0.664,0.229,0.368,0.286,0.273,0.259,0.139,70.1,6.8,11.5,7.9,30.5,20.9,7.5,24,86.6,14.9,34.9,7.5,36.9,98.205036294,93.166643181,33.0,61.9
"Valdez, Enmanuel",Red Sox,2,743500,,0,0.0,Enmanuel Valdez,201,223,43,25,12,0,6,53,17,23.8,7.6,0.214,0.363,0.27,0.633,0.234,0.407,0.275,0.304,0.292,0.174,70.4,10.5,11.0,8.6,32.5,25.6,7.5,2,89.4,19.3,32.0,9.2,41.8,99.9120656,94.1331724,22.1,43.9
"Edwards, Xavier",Marlins,2,743000,,0,0.0,Xavier Edwards,265,303,87,69,12,5,1,52,33,17.2,10.9,0.328,0.423,0.397,0.82,0.252,0.321,0.359,0.296,0.333,0.069,64.5,0.2,5.1,4.3,37.4,31.5,6.3,14,86.1,6.7,37.6,1.8,24.3,95.052217333,91.536547476,16.9,47.5
"Fletcher, Dominic",White Sox,OF,742900,,0,0.0,Dominic Fletcher,223,241,46,37,8,0,1,58,11,24.1,4.6,0.206,0.256,0.252,0.508,0.219,0.282,0.227,0.244,0.265,0.063,66.7,0.3,8.5,6.8,33.3,26.6,6.5,2,84.4,12.1,38.7,1.8,26.8,95.808053494,91.934485697,21.2,47.2
"Cowser, Colton",Orioles,OF,742800,,0,0.0,Colton Cowser,499,561,121,70,24,3,24,172,52,30.7,9.3,0.242,0.447,0.321,0.768,0.23,0.437,0.331,0.326,0.312,0.207,73.8,40.7,17.0,12.4,31.0,22.7,6.9,23,90.5,13.0,32.1,13.6,46.1,101.838992303,95.374243739,30.4,44.5
"Aranda, Jonathan",Rays,INF,742800,,0,0.0,Jonathan Aranda,128,143,30,17,7,0,6,32,12,22.4,8.4,0.234,0.43,0.308,0.738,0.257,0.518,0.32,0.362,0.329,0.261,70.1,9.2,14.7,12.0,34.5,28.1,7.3,5,91.9,11.0,34.0,16.5,48.5,101.531383265,95.365481959,21.9,45.4
"Thompson, Bubba",Reds,OF,742500,,0,0.0,Bubba Thompson,18,18,2,1,1,0,0,11,0,61.1,0.0,0.111,0.167,0.111,0.278,0.165,0.266,0.119,0.188,0.165,0.101,69.9,0.0,15.4,5.9,30.8,11.8,7.6,0,85.7,-9.6,28.6,14.3,28.6,94.7179175,92.04236,54.5,57.1
