Player Name,Team,Position,Salary,Years,Total Value,Average Annual,Normalized Name,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,xobp,xiso,avg_swing_speed,fast_swing_rate,blasts_contact,blasts_swing,squared_up_contact,squared_up_swing,avg_swing_length,swords,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
"Ohtani, Shohei",Dodgers,DH/RHP,70000000,10,700000000,70000000.0,Shohei Ohtani,636,731,197,98,38,7,54,162,81,22.2,11.1,0.31,0.646,0.39,1.036,0.314,0.66,0.431,0.442,0.396,0.347,76.3,64.1,25.3,17.8,37.3,26.3,7.8,10,95.8,16.2,37.8,21.5,60.1,106.727792385,98.772122364,29.8,47.3
"Judge, Aaron",Yankees,OF,40000000,9,360000000,40000000.0,Aaron Judge,559,704,180,85,36,1,58,171,133,24.3,18.9,0.322,0.701,0.458,1.159,0.31,0.723,0.476,0.479,0.449,0.413,77.2,75.1,25.6,18.0,33.7,23.7,8.2,16,96.2,19.0,40.8,26.9,61.0,107.20043567,99.103701521,30.7,42.0
"Rendon, Anthony",Angels,3,38571429,7,245000000,35000000.0,Anthony Rendon,206,238,45,35,10,0,0,35,23,14.7,9.7,0.218,0.267,0.307,0.574,0.224,0.313,0.264,0.286,0.314,0.089,68.3,1.9,9.5,8.4,38.3,34.0,6.7,4,87.9,14.1,31.4,2.3,37.1,97.612997471,92.991806897,12.5,40.1
"Trout, Mike",Angels,OF,37116667,12,426500000,35541666.67,Mike Trout,109,126,24,11,1,2,10,27,16,21.4,12.7,0.22,0.541,0.325,0.866,0.271,0.591,0.365,0.405,0.37,0.32,75.7,56.9,14.9,12.2,24.0,19.7,7.6,4,89.2,25.2,40.2,17.1,41.5,101.782849756,94.924062683,20.5,42.5
"Seager, Corey",Rangers,SS,35000000,10,325000000,32500000.0,Corey Seager,475,533,132,81,21,0,30,96,53,18.0,9.9,0.278,0.512,0.353,0.865,0.289,0.561,0.365,0.39,0.364,0.272,72.3,20.9,19.5,15.3,33.3,26.1,6.6,14,92.1,13.5,38.6,15.2,50.7,103.274395474,96.157523456,23.4,53.0
"Correa, Carlos",Twins,SS,33333333,6,200000000,33333333.0,Carlos Correa,319,367,99,63,20,2,14,61,40,16.6,10.9,0.31,0.517,0.388,0.905,0.278,0.455,0.385,0.358,0.363,0.177,74.5,45.4,19.9,16.2,32.2,26.2,7.3,4,90.3,8.9,34.4,9.2,44.7,102.536128244,95.462669198,20.4,44.6
"Arenado, Nolan",Cardinals,3,32675167,8,260000000,32500000.0,Nolan Arenado,578,635,157,118,23,0,16,92,44,14.5,6.9,0.272,0.394,0.325,0.719,0.255,0.356,0.314,0.296,0.312,0.101,70.7,12.8,9.2,7.8,32.3,27.6,8.2,29,86.3,16.9,35.9,3.2,31.6,96.924147927,92.483246402,17.2,46.8
"Lindor, Francisco",Mets,SS,32477639,10,341000000,34100000.0,Francisco Lindor,618,689,169,96,39,1,33,127,56,18.4,8.1,0.273,0.5,0.344,0.844,0.283,0.528,0.363,0.379,0.353,0.246,72.3,23.2,18.9,14.4,37.6,28.6,7.6,14,90.9,17.0,35.4,13.6,47.4,101.098117236,95.07615815,23.7,48.7
"Stanton, Giancarlo",Yankees,DH,32000000,13,325000000,25000000.0,Giancarlo Stanton,417,459,97,50,20,0,27,143,38,31.2,8.3,0.233,0.475,0.298,0.773,0.249,0.509,0.33,0.352,0.315,0.26,81.3,98.7,27.6,18.8,30.5,20.8,8.6,15,94.6,14.7,34.8,20.7,55.3,108.185328759,99.180033333,34.4,46.8
"Soto, Juan",Yankees,OF,31000000,,0,0.0,Juan Soto,576,713,166,90,31,4,41,119,129,16.7,18.1,0.288,0.569,0.419,0.988,0.316,0.646,0.421,0.462,0.445,0.33,75.5,60.3,25.9,21.0,39.5,32.0,7.3,30,94.2,10.7,35.4,19.7,57.0,105.650123728,97.994705143,21.5,37.2
"Bregman, Alex",Astros,3,30500000,5,100000000,20000000.0,Alex Bregman,581,634,151,93,30,2,26,86,44,13.6,6.9,0.26,0.453,0.315,0.768,0.257,0.417,0.331,0.319,0.314,0.16,71.4,11.8,13.3,11.9,37.9,33.8,7.0,7,89.1,18.2,34.9,6.4,40.5,98.986527952,93.684160984,12.8,44.9
"Altuve, Jose",Astros,2,29000000,7,163500000,23357142.86,Jose Altuve,628,682,185,134,31,0,20,119,47,17.4,6.9,0.295,0.439,0.35,0.789,0.262,0.399,0.344,0.316,0.321,0.137,69.4,13.1,9.0,7.1,33.4,26.3,7.8,10,86.5,14.1,35.4,6.5,31.2,97.323672581,92.693762581,22.1,51.5
"Bryant, Kris",Rockies,1,28000000,7,182000000,26000000.0,Kris Bryant,133,155,29,22,5,0,2,48,13,31.0,8.4,0.218,0.301,0.323,0.624,0.211,0.315,0.287,0.29,0.317,0.104,69.5,2.7,10.3,6.8,27.4,18.3,7.9,3,85.1,18.5,39.5,4.7,30.2,96.785346744,92.39417314,36.9,47.7
"Harper, Bryce",Phillies,1,27538462,13,330000000,25384615.38,Bryce Harper,550,631,157,85,42,0,30,138,76,21.9,12.0,0.285,0.525,0.373,0.898,0.267,0.474,0.38,0.357,0.358,0.206,74.1,41.5,17.6,13.1,28.1,21.0,7.3,14,91.1,13.5,36.1,10.6,48.2,102.531835097,95.63882949,26.7,52.9
"Bellinger, Cody",Cubs,OF,27500000,3,80000000,26666667.0,Cody Bellinger,516,569,137,93,23,3,18,89,45,15.6,7.9,0.266,0.426,0.325,0.751,0.242,0.391,0.322,0.301,0.305,0.149,69.0,5.2,9.7,7.7,38.6,30.6,7.6,22,87.8,17.4,32.9,6.3,32.9,97.314029213,92.768351065,22.2,49.8
"Turner, Trea",Phillies,SS,27272727,11,300000000,27272727.0,Trea Turner,505,539,149,103,25,0,21,98,27,18.2,5.0,0.295,0.469,0.338,0.807,0.264,0.419,0.349,0.318,0.309,0.155,71.7,17.9,13.5,10.0,34.0,25.3,7.6,15,89.1,11.5,30.9,6.9,40.7,99.706063382,94.073107543,26.1,53.7
"Devers, Rafael",Red Sox,3,27066581,10,313500000,31350000.0,Rafael Devers,525,601,143,76,34,5,28,147,67,24.5,11.1,0.272,0.516,0.354,0.87,0.272,0.509,0.364,0.364,0.355,0.238,72.5,27.9,19.4,13.8,32.7,23.3,7.4,24,93.2,11.6,35.2,13.0,52.6,104.597925864,97.090537461,30.9,50.9
"Betts, Mookie",Dodgers,SS,26158692,12,365000000,30416666.67,Mookie Betts,450,516,130,82,24,5,19,57,61,11.0,11.8,0.289,0.491,0.372,0.863,0.282,0.447,0.371,0.356,0.368,0.165,69.1,9.8,11.4,9.9,41.2,35.8,6.9,20,89.9,21.4,39.3,6.0,39.5,98.50877402,93.575257103,14.9,40.4
"Swanson, Dansby",Cubs,SS,26000000,7,177000000,25285714.0,Dansby Swanson,534,593,129,84,27,2,16,144,54,24.3,9.1,0.242,0.39,0.312,0.702,0.244,0.416,0.307,0.321,0.316,0.172,71.7,12.8,15.4,11.3,33.4,24.4,7.4,22,89.4,10.4,32.6,9.2,42.7,100.210263655,94.404024529,28.7,48.7
"Semien, Marcus",Rangers,2,26000000,7,175000000,25000000.0,Marcus Semien,650,718,154,102,27,2,23,105,64,14.6,8.9,0.237,0.391,0.308,0.699,0.251,0.391,0.306,0.313,0.321,0.14,68.3,4.2,11.9,9.8,37.5,30.7,7.7,27,87.4,17.0,33.0,6.6,35.2,97.806210919,93.005121934,20.2,50.0
"Bogaerts, Xander",Padres,2,25454545,11,280000000,25454545.0,Xander Bogaerts,428,463,113,86,15,1,11,79,28,17.1,6.0,0.264,0.381,0.307,0.688,0.262,0.382,0.3,0.305,0.308,0.119,70.7,15.3,13.0,10.8,36.9,30.7,7.2,10,88.1,10.9,32.1,5.1,33.2,98.125304802,93.133969802,18.3,44.2
"Goldschmidt, Paul",Cardinals,1,25333333,5,130000000,26000000.0,Paul Goldschmidt,599,654,147,91,33,1,22,173,47,26.5,7.2,0.245,0.414,0.302,0.716,0.255,0.45,0.31,0.329,0.311,0.195,72.5,24.3,18.0,13.3,33.5,24.8,7.8,10,91.2,13.1,34.3,10.7,49.6,101.892583709,95.666428146,27.4,47.7
"Freeman, Freddie",Dodgers,1,25144772,6,162000000,27000000.0,Freddie Freeman,542,638,153,94,35,2,22,100,78,15.7,12.2,0.282,0.476,0.378,0.854,0.278,0.466,0.365,0.367,0.377,0.188,69.8,9.7,13.4,10.9,34.1,27.7,6.8,10,89.4,14.3,43.1,9.1,41.8,100.349133067,94.527301044,20.2,49.4
"Yelich, Christian",Brewers,OF,24170234,9,215000000,23888888.89,Christian Yelich,270,315,85,59,12,3,11,58,40,18.4,12.7,0.315,0.504,0.406,0.91,0.294,0.471,0.391,0.373,0.388,0.177,73.2,34.7,17.9,14.0,32.8,25.6,7.5,9,91.1,5.2,32.2,7.9,46.7,103.017733429,96.008981238,23.1,45.7
"Story, Trevor",Red Sox,SS,22500000,6,140000000,23333333.33,Trevor Story,94,106,24,15,7,0,2,33,11,31.1,10.4,0.255,0.394,0.34,0.734,0.193,0.29,0.318,0.255,0.284,0.097,68.8,8.1,10.5,7.3,23.3,16.1,7.2,2,86.1,18.6,37.7,6.6,29.5,96.376017419,92.31155377,30.3,52.3
"Olson, Matt",Braves,1,22000000,8,168000000,21000000.0,Matt Olson,600,685,148,81,37,1,29,170,71,24.8,10.4,0.247,0.457,0.333,0.79,0.247,0.448,0.339,0.341,0.336,0.201,73.8,38.5,15.1,11.2,26.5,19.5,7.3,11,91.5,16.1,35.4,12.4,47.4,102.726279537,95.899543218,26.3,49.7
"Riley, Austin",Braves,3,21000000,10,212000000,21200000.0,Austin Riley,425,469,109,62,26,2,19,118,37,25.2,7.9,0.256,0.461,0.322,0.783,0.267,0.505,0.338,0.361,0.334,0.238,75.2,53.6,20.2,15.1,32.7,24.4,7.5,24,93.3,15.9,37.2,14.9,53.4,103.77151961,96.882758664,27.5,50.1
"Happ, Ian",Cubs,OF,21000000,3,61000000,20333333.0,Ian Happ,569,657,138,77,34,2,25,168,80,25.6,12.2,0.243,0.441,0.341,0.782,0.243,0.446,0.341,0.345,0.342,0.203,72.4,23.7,15.1,11.0,31.8,23.2,7.0,18,90.8,15.1,37.0,11.7,45.2,101.590666318,95.287992294,27.9,45.9
"Suzuki, Seiya",Cubs,OF,21000000,5,85000000,17000000.0,Seiya Suzuki,512,585,145,91,27,6,21,160,63,27.4,10.8,0.283,0.482,0.366,0.848,0.255,0.453,0.365,0.346,0.343,0.198,73.0,35.0,18.0,13.8,33.4,25.7,7.2,17,91.7,16.2,38.8,11.5,49.2,102.565369326,95.834191408,24.5,39.6
"Marte, Starling",Mets,OF,20750000,4,78000000,19500000.0,Starling Marte,335,370,90,67,13,3,7,81,27,21.9,7.3,0.269,0.388,0.327,0.715,0.287,0.425,0.313,0.337,0.344,0.138,72.4,27.0,17.2,12.4,33.6,24.2,7.3,12,89.8,4.3,37.1,6.9,42.9,101.20205624,94.944189,28.4,50.2
"Alonso, Pete",Mets,1,20500000,,0,0.0,Pete Alonso,608,695,146,81,31,0,34,172,70,24.7,10.1,0.24,0.459,0.329,0.788,0.242,0.461,0.34,0.343,0.332,0.219,75.3,53.0,18.4,14.0,29.6,22.5,7.3,20,89.8,14.4,30.5,13.2,46.4,102.785114727,95.699086105,24.7,42.9
"Nimmo, Brandon",Mets,OF,20500000,8,162000000,20250000.0,Brandon Nimmo,571,663,128,77,25,3,23,158,77,23.8,11.6,0.224,0.399,0.327,0.726,0.244,0.408,0.321,0.335,0.346,0.164,73.3,35.8,15.8,12.4,31.3,24.5,7.3,22,91.9,11.2,33.7,9.1,47.4,101.264982933,95.221659687,23.4,44.8
"Castellanos, Nick",Phillies,OF,20000000,5,100000000,20000000.0,Nick Castellanos,606,659,154,97,30,4,23,139,41,21.1,6.2,0.254,0.431,0.311,0.742,0.271,0.441,0.321,0.333,0.327,0.17,71.9,22.6,12.7,9.0,33.7,23.8,7.6,12,88.4,15.2,39.0,8.1,38.2,99.266703034,93.738511581,30.1,58.0
"Schwarber, Kyle",Phillies,DH,20000000,4,79000000,19750000.0,Kyle Schwarber,573,692,142,82,22,0,38,197,106,28.5,15.3,0.248,0.485,0.366,0.851,0.256,0.512,0.366,0.38,0.374,0.256,77.5,78.0,22.9,16.4,32.0,22.9,7.7,38,93.6,15.0,31.8,15.6,55.5,105.154527813,97.529843438,32.0,39.9
"Perez, Salvador",Royals,C,20000000,4,82000000,20500000.0,Salvador Perez,590,652,160,105,28,0,27,129,44,19.8,6.7,0.271,0.456,0.33,0.786,0.275,0.522,0.335,0.36,0.334,0.248,73.2,33.4,17.8,13.2,33.6,24.9,7.9,15,91.1,19.0,39.4,12.2,44.8,101.856275647,95.341857371,27.8,57.8
"Guerrero Jr., Vladimir",Blue Jays,1,19900000,,0,0.0,Vladimir Guerrero Jr.,616,697,199,124,44,1,30,96,72,13.8,10.3,0.323,0.544,0.396,0.94,0.321,0.567,0.398,0.408,0.395,0.247,75.9,57.4,24.2,19.4,34.5,27.7,7.7,9,93.8,7.4,35.1,13.7,54.9,105.663720766,97.649346073,21.5,48.0
"Yoshida, Masataka",Red Sox,OF,18600000,5,90000000,18000000.0,Masataka Yoshida,378,421,106,75,21,0,10,52,27,12.4,6.4,0.28,0.415,0.349,0.764,0.258,0.394,0.336,0.322,0.331,0.136,70.9,15.2,13.3,11.7,34.1,30.1,7.3,4,88.0,10.5,36.3,5.5,37.5,99.0909025,93.581912866,14.6,45.4
"Ozuna, Marcell",Braves,DH,18000000,4,65000000,16250000.0,Marcell Ozuna,606,688,183,113,31,0,39,170,74,24.7,10.8,0.302,0.546,0.378,0.924,0.286,0.572,0.395,0.402,0.368,0.286,74.0,42.2,20.2,13.9,33.8,23.2,7.4,4,92.1,14.4,40.5,15.5,53.4,103.338991136,96.489686128,31.4,46.8
"Contreras, Willson",Cardinals,C,18000000,5,87500000,17500000.0,Willson Contreras,301,358,79,47,17,0,15,96,45,26.8,12.6,0.262,0.468,0.38,0.848,0.258,0.455,0.37,0.365,0.377,0.197,75.9,61.6,18.8,12.5,27.9,18.6,7.9,13,91.6,14.2,32.7,11.2,46.8,103.712134757,96.17214078,35.0,49.8
"Chapman, Matt",Giants,3,18000000,3,54000000,18000000.0,Matt Chapman,575,647,142,74,39,2,27,158,64,24.4,9.9,0.247,0.463,0.328,0.791,0.25,0.451,0.34,0.341,0.332,0.201,76.6,64.1,18.5,14.1,28.1,21.5,7.5,21,93.2,16.2,31.3,12.6,48.3,104.356012981,96.727633301,23.5,44.6
"Conforto, Michael",Giants,OF,18000000,2,36000000,18000000.0,Michael Conforto,438,488,104,54,27,3,20,118,42,24.2,8.6,0.237,0.45,0.309,0.759,0.257,0.479,0.327,0.35,0.329,0.222,74.1,42.9,17.5,13.4,33.0,25.3,7.4,5,90.2,14.8,33.7,11.8,46.0,101.95530559,95.249550592,25.2,44.8
"Benintendi, Andrew",White Sox,OF,17100000,5,75000000,15000000.0,Andrew Benintendi,477,522,109,69,20,0,20,96,41,18.4,7.9,0.229,0.396,0.289,0.685,0.243,0.389,0.298,0.303,0.303,0.146,68.0,1.0,9.1,7.3,39.8,31.9,6.7,12,88.0,16.1,36.5,6.3,34.4,97.17823,92.764984068,21.1,48.0
"Machado, Manny",Padres,3,17090909,11,350000000,31818182.0,Manny Machado,593,643,163,104,30,0,29,124,45,19.3,7.0,0.275,0.472,0.325,0.797,0.272,0.461,0.34,0.338,0.325,0.189,75.3,53.6,20.7,16.3,31.6,24.8,7.8,25,92.5,12.7,33.8,11.0,48.8,103.370494128,96.17209183,24.4,51.6
"Haniger, Mitch",Mariners,OF,17000000,3,43500000,14500000.0,Mitch Haniger,380,423,79,55,12,0,12,126,40,29.8,9.5,0.208,0.334,0.286,0.62,0.216,0.364,0.277,0.292,0.294,0.148,72.9,26.1,16.5,11.5,34.8,24.2,7.1,22,90.6,13.7,31.0,9.0,45.9,101.021551732,95.105264331,32.3,44.0
"Rizzo, Anthony",Yankees,1,17000000,2,40000000,20000000.0,Anthony Rizzo,337,375,77,57,12,0,8,65,27,17.3,7.2,0.228,0.335,0.301,0.636,0.24,0.34,0.285,0.297,0.314,0.101,68.5,7.8,9.1,7.3,32.1,25.6,6.8,4,86.7,14.3,31.0,4.0,33.2,97.798203577,92.909990255,19.3,49.1
"Bell, Josh",Marlins,1,16500000,2,33000000,16500000.0,Josh Bell,538,603,134,90,23,2,19,120,51,19.9,8.5,0.249,0.405,0.319,0.724,0.239,0.396,0.317,0.31,0.311,0.157,70.4,15.0,15.4,11.6,36.1,27.2,7.9,14,88.9,10.5,31.4,7.6,40.1,100.078711292,94.16958744,26.8,48.8
"Buxton, Byron",Twins,OF,15142857,7,100000000,14285714.29,Byron Buxton,355,388,99,51,27,3,18,99,20,25.5,5.2,0.279,0.524,0.335,0.859,0.264,0.502,0.366,0.353,0.322,0.238,74.3,41.8,16.7,11.7,31.5,22.0,8.1,12,91.7,19.8,39.5,13.2,48.1,102.451274806,95.815194845,32.1,54.0
"LeMahieu, DJ",Yankees,3,15000000,6,90000000,15000000.0,DJ LeMahieu,201,228,41,34,5,0,2,35,19,15.4,8.3,0.204,0.259,0.269,0.528,0.244,0.365,0.239,0.299,0.31,0.12,67.3,5.3,11.3,9.5,38.5,32.6,7.1,9,88.5,1.9,31.8,5.8,37.6,98.271498488,93.240584302,17.5,44.6
"Torres, Gleyber",Yankees,2,14200000,,0,0.0,Gleyber Torres,587,665,151,110,26,0,15,136,65,20.5,9.8,0.257,0.378,0.33,0.708,0.24,0.368,0.313,0.307,0.317,0.128,70.2,9.2,10.7,8.6,33.6,26.8,7.2,23,88.6,15.0,38.2,6.3,35.4,98.295655921,93.36890443,22.9,45.7
"Marte, Ketel",Diamondbacks,2,13600000,5,76000000,15200000.0,Ketel Marte,504,583,147,86,23,2,36,106,65,18.2,11.1,0.292,0.56,0.372,0.932,0.294,0.538,0.391,0.392,0.378,0.244,73.7,40.5,20.3,16.2,38.2,30.6,7.6,6,94.0,9.4,33.7,12.3,53.8,103.991137178,96.920444406,21.3,48.2
"Smith, Will",Dodgers,C,13550000,10,140000000,0.0,Will Smith,476,544,118,72,24,2,20,105,51,19.3,9.4,0.248,0.433,0.327,0.76,0.24,0.443,0.326,0.331,0.323,0.204,67.9,3.3,11.1,9.0,33.6,27.1,7.2,28,89.4,18.7,38.3,10.8,42.0,99.318269153,93.929159392,20.9,46.2
"Turner, Justin",Blue Jays,DH,13000000,,0,0.0,Justin Turner,460,539,119,84,24,0,11,95,59,17.6,10.9,0.259,0.383,0.354,0.737,0.252,0.383,0.327,0.328,0.352,0.131,65.1,0.8,5.0,4.3,32.5,27.9,6.3,16,87.1,17.8,40.1,4.6,32.5,96.702342312,92.434680753,17.0,45.4
"Taylor, Chris",Dodgers,OF,13000000,4,60000000,15000000.0,Chris Taylor,213,246,43,31,7,1,4,76,28,30.9,11.4,0.202,0.3,0.298,0.598,0.218,0.343,0.272,0.297,0.313,0.125,70.1,6.9,8.4,6.0,27.4,19.5,7.2,14,85.9,16.9,42.9,7.1,28.6,97.10671942,92.58514587,31.3,47.7
"Candelario, Jeimer",Reds,3,13000000,3,45000000,15000000.0,Jeimer Candelario,427,463,96,51,23,2,20,114,27,24.6,5.8,0.225,0.429,0.279,0.708,0.221,0.364,0.304,0.28,0.276,0.143,68.4,5.1,9.9,7.2,34.3,24.7,7.8,18,86.9,12.4,33.9,8.2,34.5,97.855535823,92.968221397,29.1,51.7
"Blackmon, Charlie",Rockies,DH,13000000,,0,0.0,Charlie Blackmon,449,499,115,74,24,5,12,86,43,17.2,8.6,0.256,0.412,0.329,0.741,0.249,0.365,0.323,0.306,0.323,0.117,67.4,2.4,6.6,5.4,29.3,23.8,7.1,5,84.8,16.3,34.1,5.2,27.2,96.083583591,92.106050111,19.2,48.0
"Robert Jr., Luis",White Sox,OF,12500000,6,50000000,8333333.33,Luis Robert Jr.,393,425,88,55,19,0,14,141,28,33.2,6.6,0.224,0.379,0.278,0.657,0.212,0.367,0.285,0.279,0.269,0.155,74.5,47.6,15.6,10.5,28.2,19.0,7.7,12,90.1,13.5,35.6,9.9,40.7,101.232868968,94.886076944,36.1,53.1
"Adames, Willy",Brewers,SS,12250000,,0,0.0,Willy Adames,610,688,153,88,33,0,32,173,74,25.1,10.8,0.251,0.462,0.331,0.793,0.243,0.461,0.342,0.339,0.324,0.218,73.6,33.5,13.1,9.5,28.7,20.9,8.1,9,88.6,20.6,38.2,12.0,40.7,99.769639045,94.108759136,29.5,49.5
"Bichette, Bo",Blue Jays,SS,12083333,3,33600000,11200000.0,Bo Bichette,311,336,70,49,16,1,4,64,20,19.0,6.0,0.225,0.322,0.277,0.599,0.255,0.375,0.264,0.303,0.307,0.12,70.4,14.2,14.8,11.7,32.7,25.9,7.3,10,89.2,7.2,31.3,4.4,43.5,100.896776504,94.778862816,22.0,56.4
"Tucker, Kyle",Astros,OF,12000000,,0,0.0,Kyle Tucker,277,339,80,44,13,0,23,54,56,15.9,16.5,0.289,0.585,0.408,0.993,0.279,0.536,0.419,0.4,0.4,0.257,72.1,22.5,16.2,13.6,35.6,30.1,7.5,8,91.1,21.2,40.0,12.9,44.9,100.157901947,94.740150044,19.0,41.8
"Hoskins, Rhys",Brewers,1,12000000,2,34000000,17000000.0,Rhys Hoskins,449,517,96,56,14,0,26,149,53,28.8,10.3,0.214,0.419,0.303,0.722,0.202,0.387,0.313,0.301,0.295,0.185,71.2,13.0,12.0,9.1,29.8,22.8,8.1,23,88.7,20.8,29.7,12.7,42.2,99.737434248,94.057895065,26.3,42.8
"McCann, James",Orioles,C,12000000,4,40600000,10150000.0,James McCann,214,233,50,33,9,0,8,56,13,24.0,5.6,0.234,0.388,0.279,0.667,0.245,0.418,0.288,0.313,0.296,0.173,70.7,11.0,13.5,9.7,31.2,22.4,6.9,4,87.4,14.4,38.9,8.6,37.7,99.207987625,93.644913774,27.6,52.1
"McMahon, Ryan",Rockies,3,12000000,6,70000000,11666667.0,Ryan McMahon,567,645,137,89,28,0,20,185,69,28.7,10.7,0.242,0.397,0.325,0.722,0.243,0.414,0.315,0.325,0.329,0.171,72.5,26.3,16.4,11.7,31.3,22.3,7.2,28,92.1,10.0,36.5,10.9,49.7,102.62988712,96.057260524,30.0,46.9
"Tatis Jr., Fernando",Padres,OF,11714286,14,340000000,24285714.29,Fernando Tatis Jr.,398,438,110,67,21,1,21,96,32,21.9,7.3,0.276,0.492,0.34,0.832,0.298,0.538,0.359,0.387,0.36,0.24,74.9,49.0,23.9,17.9,38.2,28.7,7.4,32,93.5,10.0,33.7,14.5,55.8,104.418991126,97.109953874,28.1,51.3
"Santander, Anthony",Orioles,OF,11700000,,0,0.0,Anthony Santander,595,665,140,69,25,2,44,129,58,19.4,8.7,0.235,0.506,0.308,0.814,0.228,0.445,0.345,0.324,0.304,0.218,73.1,34.0,13.7,11.0,27.6,22.3,7.2,7,89.8,22.7,35.0,11.7,41.6,100.325476894,94.357156511,20.0,49.7
"Hoerner, Nico",Cubs,2,11500000,3,35000000,11666667.0,Nico Hoerner,582,641,159,116,35,1,7,66,44,10.3,6.9,0.273,0.373,0.335,0.708,0.28,0.353,0.313,0.313,0.344,0.073,68.2,2.8,7.2,6.4,35.4,31.7,7.1,11,85.7,10.4,36.0,1.2,27.6,95.980926525,91.993965849,11.9,48.4
"Canha, Mark",Tigers,OF,11500000,,0,0.0,Mark Canha,393,462,95,68,20,0,7,96,51,20.8,11.0,0.242,0.346,0.344,0.69,0.212,0.306,0.31,0.288,0.322,0.094,68.4,4.0,10.6,8.4,36.5,29.1,7.2,14,88.4,9.6,31.5,3.3,37.4,98.159166424,93.219326921,21.8,41.6
