"last_name, first_name","player_id","year","player_age","p_game","p_formatted_ip","pa","ab","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","xba","xslg","woba","xwoba","xobp","xiso","avg_swing_speed","fast_swing_rate","blasts_contact","blasts_swing","squared_up_contact","squared_up_swing","avg_swing_length","swords","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Gaddis, Hunter",683769,2024,26,"78","74.2",278,259,43,23,14,2,4,66,14,23.7,5,".166",".282",".219","0.501",".200",".334",".220",".257",".252",".135","71.8",24.3,10.4,7.8,29.1,21.8,"7.4",8,"88.5","18.8",29.9,5.7,36.6,"78.24385866","93.411744536",25,51.6
"Nola, Aaron",605400,2024,31,"33","199.1",820,764,189,118,39,2,30,197,50,24,6.1,".247",".421",".295","0.716",".244",".388",".310",".299",".294",".144","71.7",24.5,14.6,11.1,32.8,24.8,"7.5",31,"88.5","12",35.4,7.2,38.2,"77.265343569","94.038174053",25.2,48.6
"García, Deivi",665620,2024,25,"14","14.0",68,56,16,13,1,0,2,15,11,22.1,16.2,".286",".411",".397","0.808",".235",".400",".354",".331",".356",".165","71.1",22.4,12.1,9.2,32.8,25,"7.3",2,"89.4","20",38.1,7.1,35.7,"80.397469048","93.213800714",32.8,42
"Duffey, Tyler",608648,2024,33,"9","9.0",42,32,7,4,3,0,0,10,8,23.8,19,".219",".313",".381","0.694",".214",".342",".322",".351",".387",".128","70.7",23.7,16.7,13.6,31.3,25.4,"7.3",3,"89.1","15.8",34.8,13,52.2,"77.9531175","95.346983043",23.9,37.6
"Guenther, Sean",674944,2024,28,"17","21.0",73,69,9,6,2,1,0,12,2,16.4,2.7,".130",".188",".178","0.366",".197",".266",".167",".229",".241",".070","71.9",24.6,15.3,13.2,41.8,36,"7.4",3,"88.6","3.4",21.1,1.8,31.6,"79.72687069","93.011526667",19,47.7
"Muñoz, Roddery",682610,2024,24,"18","82.2",379,327,89,44,17,2,26,70,42,18.5,11.1,".272",".575",".359","0.934",".279",".542",".393",".390",".368",".263","72.4",27.6,13,10.2,33.8,26.4,"7.5",11,"90.8","15.9",41.2,13.7,45,"80.757887099","94.738415878",23.6,45.7
"Richards, Trevor",670950,2024,31,"55","65.1",277,234,44,30,7,0,7,62,35,22.4,12.6,".188",".308",".295","0.603",".205",".334",".273",".295",".313",".129","70.3",15.7,10.9,8.7,34.5,27.7,"7.3",9,"88.3","18.8",31.1,6.8,37.9,"78.119635568","93.442446193",23.4,44.2
"Glasnow, Tyler",607192,2024,30,"22","134.0",522,484,92,48,27,2,15,168,35,32.2,6.7,".190",".347",".244","0.591",".195",".324",".258",".254",".250",".129","71.5",23,11.4,8.1,31,22,"7.2",16,"89","9.3",32.5,8.5,40.1,"78.136298153","94.139426422",30.9,48.4
"Pennington, Walter",679156,2024,26,"16","18.0",84,71,19,14,3,1,1,17,11,20.2,13.1,".268",".380",".381","0.761",".258",".422",".342",".353",".374",".164","72.6",32.1,17.2,12.7,35.4,26.1,"7.5",2,"89.7","9.9",42.6,7.4,44.4,"78.099033462","94.982818846",26.5,45.8
"Grove, Michael",675627,2024,27,"39","51.0",216,191,46,32,7,1,6,54,16,25,7.4,".241",".382",".316","0.698",".222",".359",".308",".296",".302",".137","71.4",24.9,12,9,31.5,23.5,"7.5",9,"87.6","10.5",30.9,9.4,33.8,"76.042672857","93.625837194",26.6,46.3
"Scott, Christian",681035,2024,25,"9","47.1",197,180,45,29,7,1,8,39,12,19.8,6.1,".250",".433",".303","0.736",".249",".443",".318",".323",".303",".195","71.7",21.8,11.5,9.2,30.2,24.3,"7.2",7,"89.2","22.1",37.1,10.5,35.7,"78.550568451","94.142890704",21.6,51.2
"Quantrill, Cal",615698,2024,29,"29","148.1",656,571,156,101,26,6,23,110,69,16.8,10.5,".273",".461",".361","0.822",".274",".435",".358",".351",".362",".161","71.5",23.3,13.8,10.9,32.6,25.6,"7.3",9,"89.1","11.1",37.1,7.3,41.2,"77.92321026","94.354738243",21.6,45.7
"Martinez, Justin",679885,2024,22,"64","72.2",308,267,59,46,10,1,2,91,36,29.5,11.7,".221",".288",".316","0.604",".216",".284",".269",".273",".317",".068","70.7",17.4,8.4,5.6,28.6,18.9,"7.2",10,"86.4","-0.3",27.9,2.8,31.8,"74.432244483","93.228166034",34.5,47.5
"López, Reynaldo",625643,2024,30,"26","135.2",543,492,108,74,22,2,10,148,42,27.3,7.7,".220",".333",".280","0.613",".242",".394",".271",".307",".304",".153","71.1",19.7,13.1,9.7,32.9,24.5,"7.3",22,"89.8","13.8",37.3,8.8,42.2,"79.439650977","94.317767471",27.5,49
"Lively, Ben",594902,2024,32,"29","151.0",632,577,139,86,26,4,23,118,49,18.7,7.8,".241",".419",".305","0.724",".240",".400",".315",".309",".305",".159","71.6",21.6,15.6,12.9,35.8,29.6,"7.2",13,"90.2","14",30.7,6.5,41.5,"80.455663231","94.191914792",18.6,46.6
"Criswell, Cooper",681867,2024,27,"26","99.1",424,377,103,69,22,2,10,73,31,17.2,7.3,".273",".422",".333","0.755",".262",".398",".327",".320",".325",".137","71.9",25,15.6,13.2,32.3,27.3,"7.3",12,"89.3","9.7",33.2,7,37.4,"78.440882949","94.249624744",17.2,44.6
"Klein, Will",694361,2024,24,"8","7.1",38,31,12,8,4,0,0,7,6,18.4,15.8,".387",".516",".474","0.990",".355",".511",".426",".415",".448",".156","70.1",21.1,21.9,18.4,34.4,28.9,"6.9",0,"91.4","8.9",40,8,40,"79.193136667","96.33278875",20.8,36.3
"Loáisiga, Jonathan",642528,2024,29,"3","4.0",20,19,7,7,0,0,0,3,1,15,5,".368",".368",".400","0.768",".314",".367",".343",".319",".349",".052","68.9",0,0,0,0,0,"7.8",0,"81.8","3",43.8,0,18.8,"70.366875","91.07143",15.6,52.5
"Neris, Héctor",593576,2024,35,"62","59.1",260,225,55,34,11,2,8,64,28,24.6,10.8,".244",".418",".331","0.749",".238",".407",".324",".320",".326",".170","71.2",21.1,12.2,9.4,31.5,24.3,"7.5",10,"88.6","14.8",35.2,9.1,40.6,"77.513193875","94.159873625",25.9,51
"Morejon, Adrian",670970,2024,25,"60","63.2",272,246,63,40,17,2,4,71,21,26.1,7.7,".256",".390",".314","0.704",".225",".346",".304",".284",".290",".120","71",18.9,10.1,7.5,28.9,21.4,"7.2",11,"86.6","7.1",31.8,8.4,32.4,"74.824847865","93.308896384",27.3,52.1
"Scott, Tayler",605463,2024,32,"62","68.2",282,239,45,31,6,1,7,71,35,25.2,12.4,".188",".310",".299","0.609",".217",".310",".275",".289",".325",".093","70.5",16.4,11.4,8.2,33.6,24.2,"7.3",11,"88","13.5",33.3,3.5,35.7,"77.730330353","93.408071",29.5,44.2
"Chapman, Aroldis",547973,2024,36,"68","61.2",264,222,44,29,9,1,5,98,38,37.1,14.4,".198",".315",".318","0.633",".165",".282",".289",".269",".293",".117","71",19.2,8.7,6,27.6,18.9,"7.2",7,"90.5","11.2",31,7.1,41.3,"80.398542903","94.663313548",32.3,44.5
"Gray, Josiah",680686,2024,26,"2","8.1",44,37,15,8,5,0,2,9,5,20.5,11.4,".405",".703",".455","1.158",".286",".490",".474",".373",".364",".204","73",36.6,9.4,7.3,25,19.5,"7.5",0,"90.3","22.2",36.7,13.3,50,"80.211313333","94.690113667",30.6,48.3
"Legumina, Casey",668984,2024,27,"6","9.1",47,44,15,10,2,1,2,7,2,14.9,4.3,".341",".568",".383","0.951",".281",".442",".407",".336",".327",".161","72.6",29.3,16.4,14.7,29.9,26.7,"7.1",0,"93.1","2.8",24.3,5.4,54.1,"83.870381053","96.255938378",10.2,53
"Cimber, Adam",643256,2024,33,"28","24.1",107,85,20,16,3,0,1,19,14,17.8,13.1,".235",".306",".377","0.683",".256",".390",".313",".357",".399",".134","71.4",24.8,14.9,12.8,31.6,27.1,"7",1,"88.3","10",42.6,8.8,35.3,"77.610750588","93.678002836",16.3,42.8
"Ginn, J.T.",669372,2024,25,"8","34.0",142,131,36,27,5,0,4,29,9,20.4,6.3,".275",".405",".331","0.736",".269",".431",".321",".329",".326",".162","72.4",28.3,21.3,15.7,38.4,28.3,"7.4",6,"90.3","11.3",34.3,6.9,45.1,"79.443806863","94.82273402",28.3,47.4
"Garrett, Amir",607237,2024,32,"6","5.1",24,19,4,2,1,0,1,11,5,45.8,20.8,".211",".421",".375","0.796",".144",".304",".355",".294",".323",".160","72.8",32.4,13.6,8.8,27.3,17.6,"7.7",0,"92.4","31.8",25,12.5,37.5,"82.306755","95.31328625",39.5,36.5
"Armstrong, Shawn",542888,2024,33,"57","66.2",295,266,77,52,17,2,6,66,25,22.4,8.5,".289",".436",".354","0.790",".277",".442",".345",".345",".345",".165","71.5",20.8,12.6,9.8,28.5,22,"7.1",2,"88.9","16.7",36.6,8.9,38.1,"77.5847539","94.1636783",22.9,50.9
"Hentges, Sam",656529,2024,27,"25","23.2",91,85,18,9,6,0,3,27,5,29.7,5.5,".212",".388",".256","0.644",".207",".313",".278",".250",".252",".106","70.9",14.7,11.1,8,38,27.3,"7.3",1,"89.1","11",32.8,5.2,36.2,"79.353965","94.071008214",29.2,47.9
"Chargois, JT",608638,2024,33,"36","36.1",146,131,24,15,3,0,6,30,13,20.5,8.9,".183",".344",".267","0.611",".238",".428",".269",".323",".316",".190","71",15,14.6,11.4,37.4,29.1,"7.3",3,"89.7","16.3",38.6,7.9,41.6,"79.274008627","94.218045545",23.7,47.1
"Matthews, Zebby",805673,2024,24,"9","37.2",177,164,51,31,9,0,11,43,11,24.3,6.2,".311",".567",".362","0.929",".278",".532",".397",".370",".331",".255","71.5",22.2,13.7,10.5,33.7,25.9,"7.3",6,"90.5","14.1",38,14,42.1,"80.995728689","94.314896529",24,49.9
"Garabito, Gerson",642520,2024,28,"18","26.1",115,96,23,16,3,0,4,22,12,19.1,10.4,".240",".396",".342","0.738",".276",".512",".326",".385",".377",".237","71.2",21.4,11.4,9.4,27.2,22.4,"7.2",8,"87.7","16.6",44.2,11.7,35.1,"75.973876316","93.825125867",20.8,44.9
"Gibaut, Ian",664139,2024,30,"2","2.0",10,9,3,2,1,0,0,1,1,10,10,".333",".444",".400","0.844",".454",".646",".371",".498",".509",".191","71.5",21.1,17.6,15.8,35.3,31.6,"6.9",0,"94.4","19",50,0,50,"87.8366575","95.9282525",10.5,47.5
"Morgan, Eli",669212,2024,28,"32","42.0",167,152,30,18,7,1,4,34,11,20.4,6.6,".197",".336",".255","0.591",".200",".300",".256",".247",".258",".100","71.1",18.8,6.8,5.3,28.2,21.7,"7.4",10,"85.2","17.6",28.9,2.5,28.1,"74.099472667","92.249199328",24.9,53.4
"Wentz, Joey",666214,2024,26,"46","67.1",304,262,66,49,9,0,8,73,33,24,10.9,".252",".378",".340","0.718",".223",".349",".317",".298",".316",".126","71.1",22.8,12.3,8.9,33.1,23.8,"7.4",12,"88.1","15.5",33,7.2,36.1,"77.210157083","93.612983281",29.6,47.1
"Marinaccio, Ron",676760,2024,28,"16","23.1",99,83,18,10,4,0,4,25,10,25.3,10.1,".217",".410",".316","0.726",".216",".382",".317",".319",".325",".166","71.6",20.5,15,10.9,29.2,21.2,"7.3",0,"89.2","15.1",27.9,8.2,39.3,"78.03127931","94.376782586",27.9,45.3
"Bivens, Spencer",702352,2024,30,"27","48.2",202,188,47,31,7,0,9,37,11,18.3,5.4,".250",".431",".294","0.725",".246",".433",".311",".311",".290",".187","71.5",23.4,15.2,12.5,34.6,28.3,"7.3",4,"88.7","8.7",28.1,7.8,36.6,"78.225030526","93.736214211",18.7,46
"Bellozo, Valente",678368,2024,24,"13","68.2",295,270,69,39,14,1,15,44,21,14.9,7.1,".256",".481",".312","0.793",".250",".493",".338",".346",".311",".243","72.4",30.5,18.5,14.9,40.3,32.6,"7.4",3,"90","22.2",34.2,11,42.1,"79.517869823","94.499034159",19.5,45.4
"Priester, Quinn",682990,2024,23,"11","49.2",221,202,56,42,6,1,7,33,14,14.9,6.3,".277",".421",".330","0.751",".271",".407",".327",".324",".327",".136","72.1",24.9,15.7,12.3,35.6,28,"7.4",7,"89.3","5.9",28.1,4.1,46.2,"77.731858214","94.649414226",22.2,50.1
"Kerr, Ray",678061,2024,29,"10","22.1",103,92,29,17,8,0,4,27,7,26.2,6.8,".315",".533",".379","0.912",".254",".430",".390",".342",".332",".177","70.9",14.9,18.4,12.2,40.8,27,"7.5",3,"90.6","15.5",50,12.1,45.5,"80.028974375","95.36998746",35.5,48.6
"Kristofak, Zac",670219,2024,26,"1","2.0",11,8,3,1,2,0,0,2,2,18.2,18.2,".375",".625",".455","1.080",".373",".440",".434",".386",".454",".067","70.9",0,60,33.3,80,44.4,"7.2",0,"95.3","4.2",28.6,0,57.1,"88.8696075","97.407774286",40,38.5
"Jay, Tyler",664079,2024,30,"5","7.2",36,30,9,6,3,0,0,6,6,16.7,16.7,".300",".400",".417","0.817",".220",".283",".366",".298",".350",".062","72",21.2,11.3,9.1,22.6,18.2,"7.2",1,"89.1","5.8",25,0,41.7,"77.600073333","94.893274348",22.4,49.7
"Kelly, Michael",547184,2024,31,"28","31.1",128,112,27,20,3,2,2,22,10,17.2,7.8,".241",".357",".315","0.672",".230",".356",".294",".294",".308",".125","70.9",21.4,7.9,6.5,29.4,24,"7.3",6,"85.2","18.4",40.9,3.2,20.4,"75.108427556","91.662761111",22.3,47.7
"Headrick, Brent",687396,2024,26,"1","3.0",13,11,2,0,1,0,1,5,2,38.5,15.4,".182",".545",".308","0.853",".202",".523",".360",".363",".324",".321","70.3",7.4,11.1,7.4,22.2,14.8,"7.4",0,"92.4","9.2",50,16.7,50,"81.98795","95.827051667",33.3,45
"Reid-Foley, Sean",656887,2024,28,"23","21.2",90,75,13,11,2,0,0,25,14,27.8,15.6,".173",".200",".300","0.500",".198",".238",".243",".266",".321",".040","70.5",17.6,13.6,9.9,32,23.2,"6.9",5,"88.9","6.9",19.6,0,39.2,"77.100226923","94.776466863",29.4,44.2
"Chivilli, Angel",683409,2024,21,"30","31.2",133,122,31,20,2,2,7,28,10,21.1,7.5,".254",".475",".316","0.791",".264",".447",".340",".337",".325",".183","71.4",23.2,14.6,9.2,38.2,24,"7.7",2,"89.1","9.3",31.9,10.6,46.8,"77.469158298","94.631832128",36.9,53.4
"Leasure, Jordan",673929,2024,25,"33","31.1",142,120,32,18,7,1,6,26,18,18.3,12.7,".267",".492",".362","0.854",".243",".424",".366",".336",".342",".181","71.2",20.2,13.1,9.9,33.9,25.6,"7.1",7,"88.8","17.8",34,7.2,35.1,"78.728604792","93.544683053",26.6,48.4
"Burr, Ryan",621114,2024,30,"34","32.2",140,127,29,15,10,0,4,47,12,33.6,8.6,".228",".402",".300","0.702",".222",".369",".307",".293",".294",".148","71.2",20.5,15.1,10.7,30.8,21.7,"7.5",10,"91.3","16.3",43.8,8.8,47.5,"81.23229575","95.358148",31.9,50.5
"Martin, Chris",455119,2024,38,"45","44.1",180,170,47,39,3,0,5,50,3,27.8,1.7,".276",".382",".298","0.680",".257",".370",".293",".287",".286",".112","71.2",20.4,10.7,8.5,31.1,24.6,"6.9",6,"88.5","9.4",35.8,4.1,35,"77.547727333","93.925161833",23.9,54
"Puk, A.J.",640462,2024,29,"62","71.1",294,262,51,28,17,1,5,88,28,29.9,9.5,".195",".324",".276","0.600",".197",".293",".265",".257",".279",".096","71",20.3,8.3,5.9,28.7,20.5,"7.3",14,"86.2","16.8",35.2,4,33.5,"74.536264828","92.955833678",31.8,49.3
"Basso, Brady",669620,2024,26,"7","22.1",93,87,23,19,1,0,3,19,5,20.4,5.4,".264",".379",".301","0.680",".245",".378",".297",".289",".284",".133","70.5",16.1,7.8,6,36.5,28.2,"7.2",1,"89.6","15",33.3,7.2,42,"81.117781143","93.402275362",24.1,46.3
"Martin, Davis",663436,2024,27,"11","50.0",220,192,50,40,5,0,5,47,23,21.4,10.5,".260",".365",".355","0.720",".226",".363",".324",".310",".324",".138","71.7",22.8,13,9.8,30.5,23,"7.3",13,"87.9","11.9",26.2,7.6,37.9,"76.248378194","93.839174792",27,48.5
"Varland, Gus",681402,2024,27,"26","26.1",115,106,30,22,5,1,2,27,8,23.5,7,".283",".406",".339","0.745",".246",".364",".324",".294",".306",".118","71.4",17.6,12.1,9.1,31.2,23.5,"7.1",4,"89.5","13.4",38,5.1,39.2,"79.55487641","93.923339351",24.5,47.5
"Schwellenbach, Spencer",680885,2024,24,"21","123.2",500,468,106,61,27,4,14,127,23,25.4,4.6,".226",".391",".271","0.662",".239",".375",".286",".288",".283",".136","71.5",20.5,13.9,10.3,28,20.8,"7.4",17,"87.6","11.7",35.2,4.9,39.8,"75.644253882","93.853559824",27.4,53.1
"Walker, Taijuan",592836,2024,31,"19","83.2",381,338,107,63,20,0,24,58,37,15.2,9.7,".317",".589",".386","0.975",".295",".553",".413",".396",".370",".258","72.6",28.9,21.9,18.5,38.7,32.6,"7.4",8,"91.4","15.4",37.8,13.4,46.3,"81.056816241","95.427069787",16.7,44.1
"Lodolo, Nick",666157,2024,26,"21","115.1",493,437,101,62,26,0,13,122,37,24.7,7.5,".231",".380",".316","0.696",".226",".356",".309",".299",".312",".130","71.8",25.6,14.9,11.1,34.3,25.7,"7.4",17,"89.2","11.8",32.6,8.2,38,"78.487758854","94.164027252",28.1,46.4
"Parsons, Wes",641149,2024,31,"4","9.0",38,36,10,7,1,0,2,7,2,18.4,5.3,".278",".472",".316","0.788",".316",".559",".340",".393",".352",".243","71.4",27.8,28,19.4,40,27.8,"7.2",2,"87.6","-2",37.9,10.3,41.4,"75.680263333","94.018380345",28.6,52
"Davis, Austin",656354,2024,31,"7","7.0",33,25,6,4,2,0,0,6,5,18.2,15.2,".240",".320",".406","0.726",".205",".231",".341",".304",".379",".027","71.2",20.4,9.5,8.2,26.2,22.4,"7.3",1,"81.6","15.1",20,0,35,"66.76723","92.826733158",16.4,38.7
"Lowder, Rhett",695076,2024,22,"6","30.2",128,114,25,23,2,0,0,22,14,17.2,10.9,".219",".237",".305","0.542",".267",".370",".253",".321",".347",".103","72",25.9,16.5,13.2,35.9,28.8,"7.2",3,"90.2","12.5",34.8,3.3,41.3,"80.459548696","94.310800659",20.1,47
"Aldegheri, Sam",691951,2024,22,"3","13.0",67,53,15,10,3,0,2,10,10,14.9,14.9,".283",".453",".403","0.856",".225",".370",".373",".325",".358",".145","71.6",26.2,15.9,13.1,44.9,36.9,"7.1",2,"90.4","28.9",31.1,4.4,37.8,"81.576108261","93.969124889",21.5,41.9
"Bradford, Cody",674003,2024,26,"14","76.1",308,293,64,41,9,4,10,70,13,22.7,4.2,".218",".379",".253","0.632",".235",".404",".273",".292",".269",".170","71.6",23.9,15.3,11.8,36.7,28.2,"7.2",5,"88.8","17.8",35.3,8.9,34.8,"77.834812973","93.938793468",23.6,49.1
"Plesac, Zach",668676,2024,29,"3","12.0",54,47,12,5,3,0,4,5,7,9.3,13,".255",".574",".352","0.926",".291",".623",".392",".424",".383",".332","71.9",28,13.4,11,34.3,28,"7.6",1,"90.8","30.5",35.7,23.8,45.2,"80.606332857","95.049601463",18.8,46.2
"Núñez, Dedniel",673380,2024,28,"25","35.0",135,127,24,16,5,0,3,48,8,35.6,5.9,".189",".299",".237","0.536",".186",".320",".234",".241",".234",".134","71.5",22.4,10.4,7.1,26.8,18.3,"7.5",8,"88.7","10.1",26.6,10.1,38,"76.682341795","94.547358974",34.7,57.6
"Adcock, Ty",686654,2024,27,"3","4.1",21,19,7,3,0,0,4,3,2,14.3,9.5,".368","1.000",".429","1.429",".338",".806",".582",".500",".401",".469","70.5",14.3,13.9,11.9,30.6,26.2,"7.1",0,"90","20.8",50,25,50,"78.700835","95.393766875",15.9,51.2
"Dubin, Shawn",681869,2024,28,"31","45.1",207,176,45,30,12,0,3,49,26,23.7,12.6,".256",".375",".353","0.728",".220",".338",".324",".308",".328",".118","72.1",25.5,15.5,11.6,36.6,27.4,"7.2",8,"89.5","12.1",31.5,7.7,42.3,"78.970994769","94.306383488",26.3,42.5
"Bubic, Kris",663460,2024,26,"27","30.1",121,112,26,18,5,1,2,39,5,32.2,4.1,".232",".348",".261","0.609",".191",".270",".252",".209",".223",".080","70.7",16.6,12.3,8.9,24,17.4,"7.1",6,"83.4","3",26,2.6,28.6,"70.912425946","92.231484384",30.5,50.5
"Hoffman, Jeff",656546,2024,31,"68","66.1",265,244,48,31,9,2,6,89,16,33.6,6,".197",".324",".253","0.577",".202",".343",".252",".264",".259",".142","71.2",18.6,13.2,9.1,31.6,21.8,"7.4",19,"88.3","17.3",32.5,7.6,42,"76.330911667","94.532854103",35.3,51.7
"Bassitt, Chris",605135,2024,35,"31","171.0",758,667,180,132,29,1,18,168,70,22.2,9.2,".270",".397",".352","0.749",".256",".399",".331",".327",".341",".143","71.2",19.6,14.4,11.6,30.6,24.6,"7.1",14,"87.8","14.3",36.3,7.5,37.1,"75.64419492","94.077816493",21.7,45
"Garrett, Reed",657585,2024,31,"53","57.1",247,212,50,35,9,0,6,83,30,33.6,12.1,".236",".363",".333","0.696",".200",".307",".310",".278",".303",".107","71.4",24.4,11.8,7.7,29,18.9,"7.6",9,"87.5","13.5",28,5.3,37.1,"75.597467692","93.735074385",37.6,45.9
"Nance, Tommy",667297,2024,33,"20","22.0",93,81,18,11,4,1,2,19,9,20.4,9.7,".222",".370",".304","0.674",".248",".407",".288",".324",".335",".159","71.2",22.8,17.4,13,39.1,29.3,"7.5",5,"87.3","7.9",39.1,12.5,35.9,"76.03967","93.384388871",26.4,43.5
"Jiménez, Joe",641729,2024,29,"69","68.2",277,248,45,34,9,0,2,82,23,29.6,8.3,".181",".242",".260","0.502",".182",".278",".230",".247",".263",".097","71.5",23.1,8.8,6.2,30,21.2,"7.5",14,"87.8","16.3",29.8,4.8,32.7,"77.818499762","92.99504479",32.9,51.4
"Beck, Tristan",663941,2024,28,"7","16.0",67,61,14,8,4,0,2,14,4,20.9,6,".230",".393",".284","0.677",".223",".413",".293",".304",".283",".190","71.7",22.6,13.6,11.3,33,27.4,"7.3",3,"88.5","21.8",33.3,12.5,31.3,"79.37118625","92.986599167",20.2,51.2
"Curry, Xzavion",675540,2024,25,"16","42.2",172,164,38,15,14,1,8,28,7,16.3,4.1,".232",".476",".262","0.738",".276",".503",".309",".344",".305",".227","72.4",25.6,15.9,12.6,37,29.5,"7.4",4,"89.9","25.6",38,10.9,43.1,"79.568908986","94.509368321",21.1,51.2
"Bigge, Hunter",685801,2024,26,"19","17.1",73,68,17,13,1,1,2,24,5,32.9,6.8,".250",".382",".301","0.683",".243",".409",".299",".307",".295",".166","71.1",18,14.1,9.4,37,24.5,"7.2",3,"90.5","19",45.5,11.4,52.3,"80.333055909","95.138354318",34,52
"Rogers, Tyler",643511,2024,33,"77","70.1",290,273,67,46,14,0,7,51,6,17.6,2.1,".245",".374",".278","0.652",".238",".340",".281",".270",".274",".102","70.1",14.9,13.7,11.3,31,25.5,"6.9",4,"85.2","7.5",24.9,4.4,31.1,"73.039023304","92.704925759",18.6,53
"Lopez, Jacob",682052,2024,26,"4","10.1",46,37,5,2,1,0,2,8,7,17.4,15.2,".135",".324",".304","0.628",".158",".303",".291",".294",".323",".145","71.7",25.4,8.3,6.8,39.6,32.2,"7.6",2,"88.3","31.4",31,10.3,27.6,"80.803357333","92.090125172",23.2,38.8
"Stanek, Ryne",592773,2024,32,"63","55.1",241,212,48,32,6,2,8,67,25,27.8,10.4,".226",".387",".315","0.702",".205",".356",".307",".288",".297",".151","71.2",17.8,9.5,6.5,32.6,22.3,"7.3",8,"90.2","19",34.2,9.6,41.8,"80.971384795","94.146185862",33.2,51.5
"Trevino, Jose",624431,2024,31,"2","2.0",13,11,5,2,3,0,0,0,2,0,15.4,".455",".727",".538","1.265",".514",".816",".531",".587",".589",".302","72.7",27.8,35.3,33.3,47.1,44.4,"7.1",0,"97.6","8.1",63.6,18.2,72.7,"91.909515","98.283764545",5,46.5
"Jackson, Jay",543351,2024,36,"20","26.1",114,105,28,16,4,1,7,29,9,25.4,7.9,".267",".524",".325","0.849",".256",".456",".362",".334",".315",".201","71.7",22.3,10.8,8.4,28.1,21.8,"7.5",4,"88.3","16",42.1,10.5,42.1,"77.270649474","93.731681316",25.7,49
"Medina, Luis",665622,2024,25,"8","40.0",180,156,43,29,10,0,4,32,20,17.8,11.1,".276",".417",".356","0.773",".257",".406",".336",".331",".343",".149","71.8",24.1,13.7,11.4,30.2,25.1,"7.4",4,"89.5","16.3",31.5,8.7,44.9,"77.675197969","94.833622677",19.2,48.5
"Webb, Logan",657277,2024,27,"33","204.2",841,783,202,152,35,4,11,172,50,20.5,5.9,".258",".355",".302","0.657",".272",".412",".288",".320",".318",".140","71.9",26.1,17.7,14.2,36.5,29.4,"7.3",19,"89.8","2.5",32.1,7,46.2,"77.927662825","95.233452829",20.8,46.2
"Williamson, Brandon",682227,2024,26,"4","14.1",59,51,10,5,1,0,4,12,5,20.3,8.5,".196",".451",".288","0.739",".240",".427",".318",".336",".333",".187","72.7",30.1,10.4,8.6,29.9,24.7,"7.5",1,"90","19.9",45,7.5,42.5,"81.0951245","93.913900513",18.7,41.8
"Kochanowicz, Jack",686799,2024,23,"11","65.1",266,247,68,47,14,0,7,25,10,9.4,3.8,".275",".417",".325","0.742",".288",".447",".323",".341",".337",".159","71.1",18.4,16.1,13.8,37.7,32.1,"7.1",3,"90.3","3.6",29.1,6.3,44.4,"79.406982569","94.989052248",15.2,53.7
"Speier, Gabe",642100,2024,29,"29","23.2",104,84,19,13,4,0,2,33,14,31.7,13.5,".226",".345",".340","0.685",".196",".306",".304",".283",".317",".110","71.6",14.9,6.3,4.5,25.2,18.2,"7.2",5,"88.2","19.1",23.6,7.3,36.4,"77.942847778","93.482290566",31,46.7
"Beeks, Jalen",656222,2024,30,"71","70.0",312,276,77,60,10,1,6,55,27,17.6,8.7,".279",".388",".346","0.734",".242",".371",".322",".301",".315",".129","71.2",20.1,10.4,8.1,31.5,24.5,"7.2",10,"87.2","13.5",30.4,4.8,33,"75.987063153","93.31572095",23.2,47.3
"Mena, Cristian",691441,2024,21,"1","3.0",15,12,4,2,0,0,2,2,3,13.3,20,".333",".833",".467","1.300",".293",".660",".529",".460",".434",".368","72.8",37,19,14.8,33.3,25.9,"7.7",0,"94.8","21.4",20,20,50,"87.62067","95.97313",29.4,48.6
"Berríos, José",621244,2024,30,"32","192.1",786,714,168,112,21,4,31,153,54,19.5,6.9,".235",".406",".300","0.706",".265",".440",".308",".334",".328",".175","71.8",24.2,15.1,12.3,36.1,29.3,"7.3",26,"89.6","13.4",36.3,7.8,41.8,"79.087839143","94.188449928",21.1,46.7
"Minter, A.J.",621345,2024,30,"39","34.1",134,121,24,16,2,0,6,35,11,26.1,8.2,".198",".364",".271","0.635",".208",".367",".277",".283",".279",".159","71.9",28.3,12.1,8.8,27.3,19.9,"7.4",5,"87.3","15.3",26.4,6.9,33.3,"75.611607674","93.756282588",28.4,52.7
"Thornton, Trent",663423,2024,30,"71","72.1",294,265,63,38,16,1,8,77,19,26.2,6.5,".238",".396",".299","0.695",".226",".345",".302",".284",".291",".119","71",16.2,11.5,8.9,31.3,24.1,"7.3",19,"87.9","16.2",31.1,7.8,37.3,"76.988763723","93.50760367",27.3,50.6
"Anderson, Chase",502624,2024,36,"29","58.1",255,227,55,32,11,0,12,42,21,16.5,8.2,".242",".449",".315","0.764",".241",".427",".329",".326",".319",".186","71.7",25.4,14,10.8,33.8,26.1,"7.5",2,"86.5","20",33,8.5,33,"74.790460426","93.132957701",23.8,46.4
