"last_name, first_name","player_id","year","player_age","p_game","p_formatted_ip","pa","ab","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","xba","xslg","woba","xwoba","xobp","xiso","avg_swing_speed","fast_swing_rate","blasts_contact","blasts_swing","squared_up_contact","squared_up_swing","avg_swing_length","swords","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"King, Bryan",687911,2024,27,"28","26.1",109,95,20,14,5,0,1,32,10,29.4,9.2,".211",".295",".303","0.598",".207",".306",".273",".277",".301",".100","70.8",16,12.5,9.8,24.2,19,"7",4,"85.7","11.3",31.3,3.1,34.4,"73.753827742","92.854370484",24.1,47.8
"Bernardino, Brennan",657514,2024,32,"57","51.0",226,195,50,34,9,1,6,56,22,24.8,9.7,".256",".405",".347","0.752",".233",".376",".322",".305",".328",".142","71.1",19.7,12.9,10.3,28.5,22.8,"7.2",8,"88","8.4",33.8,7,37.3,"76.760888696","93.716571825",21.8,44.8
"Sale, Chris",519242,2024,35,"29","177.2",702,652,141,96,32,4,9,225,39,32.1,5.6,".216",".319",".269","0.588",".213",".317",".260",".261",".266",".105","70.6",17.1,10.3,7.3,29.1,20.7,"7.4",26,"86.5","9.6",34.9,5.6,31.2,"75.016805094","93.046190662",31,49
"Leiter, Jack",683004,2024,24,"9","35.2",173,148,44,26,9,2,7,31,17,17.9,9.8,".297",".527",".374","0.901",".281",".507",".384",".376",".363",".226","71.5",23.7,14.9,10.8,38,27.5,"7.2",3,"91.2","16.4",35.5,9.9,44.6,"80.954927288","95.264334831",27.9,48.7
"Manaea, Sean",640455,2024,32,"32","181.2",738,662,134,86,27,0,21,184,63,24.9,8.5,".202",".338",".280","0.618",".227",".374",".275",".300",".302",".148","71.1",19.4,11.8,8.9,28.8,21.7,"7.1",23,"88.6","16.3",37,7.5,37.8,"77.674456946","93.857812243",26.1,49
"Rogers, Taylor",573124,2024,33,"64","60.0",249,224,53,32,13,1,7,64,22,25.7,8.8,".237",".397",".309","0.706",".215",".335",".309",".282",".292",".120","70.3",15,9.7,7.6,30.1,23.8,"7.3",7,"86.7","12.3",32.3,6.2,32.9,"74.55486025","93.4377415",23.3,42.5
"Anderson, Nick",623433,2024,33,"37","35.2",153,135,35,18,11,0,6,29,15,19,9.8,".259",".474",".333","0.807",".268",".456",".344",".346",".345",".188","70.9",18.8,11.9,9.2,35.1,27.1,"7.2",1,"89.2","15.2",37,7.4,38,"78.729160926","93.902136852",23.4,44.7
"Gray, Jon",592351,2024,32,"23","102.2",439,408,107,75,17,4,11,86,28,19.6,6.4,".262",".404",".308","0.712",".276",".441",".309",".331",".322",".165","71.7",23.8,14.8,11.3,36,27.6,"7.4",11,"90.5","15.3",34.8,8.6,42.2,"80.087355563","94.980957625",23.8,51.6
"Winn, Keaton",676775,2024,26,"12","55.1",238,209,56,32,10,5,9,48,20,20.2,8.4,".268",".493",".338","0.831",".273",".479",".354",".358",".347",".206","71.7",25.4,17.6,13.3,36.4,27.5,"7.4",3,"93.1","8.7",34.5,8.5,50.6,"83.763880641","96.123965",25.2,52.5
"Corbin, Patrick",571578,2024,34,"32","174.2",764,697,208,134,42,7,25,139,54,18.2,7.1,".298",".486",".348","0.834",".295",".473",".357",".357",".348",".178","72.2",27.2,19.5,15.5,35.9,28.6,"7.5",25,"90.8","10",37.3,8.3,46.7,"79.877843129","95.30570991",22.4,48.2
"Megill, Trevor",656730,2024,30,"48","46.1",183,165,33,26,3,0,4,50,14,27.3,7.7,".200",".291",".264","0.555",".209",".327",".239",".262",".275",".119","70.7",17.4,8,5.9,34.4,25.2,"7.2",11,"91.2","19",36.4,7.6,42.4,"82.625340339","94.490318205",29.7,52.4
"Festa, David",701581,2024,24,"14","64.1",277,251,62,36,14,3,9,77,23,27.8,8.3,".247",".434",".314","0.748",".240",".408",".324",".314",".308",".168","71.9",24.2,13.7,9.8,31.4,22.5,"7.4",10,"89.5","15.1",41.1,8.6,38.9,"79.387333908","93.969638218",28.4,48.7
"Bummer, Aaron",607481,2024,30,"56","55.1",244,220,61,47,11,1,2,69,18,28.3,7.4,".277",".364",".333","0.697",".232",".283",".305",".261",".296",".052","70.1",14.3,10.5,7.9,30.5,22.8,"7.3",8,"86.6","0",29,1.3,32.9,"74.332564189","93.519571554",26.7,43
"McArthur, James",663704,2024,27,"57","56.2",246,228,68,49,10,1,8,49,13,19.9,5.3,".298",".456",".343","0.799",".271",".427",".344",".324",".319",".156","71",17.6,17.9,13.4,42,31.3,"7.3",12,"90.2","7.1",34.3,8.3,40.3,"79.929693444","94.577994078",28.3,47.3
"Leone, Dominic",608678,2024,32,"23","19.0",89,73,20,10,6,0,4,17,14,19.1,15.7,".274",".521",".382","0.903",".268",".456",".381",".369",".386",".188","71.7",22.6,9.6,6,32.5,20.3,"7.4",6,"88","7.1",34.5,10.3,34.5,"78.087517241","93.09394",38,46
"Booser, Cam",592155,2024,32,"43","42.2",183,164,41,29,6,1,5,43,16,23.5,8.7,".250",".390",".311","0.701",".228",".375",".304",".294",".295",".147","70.7",18.6,11.8,8.5,35.5,25.5,"7.3",4,"88.6","20.6",38.7,8.1,36.3,"78.02345459","93.842475574",28.9,52.8
"Okert, Steven",595345,2024,32,"44","35.1",160,139,37,23,7,1,6,33,16,20.6,10,".266",".460",".352","0.812",".230",".391",".347",".311",".324",".162","71",22.8,11.8,9.2,30.3,23.7,"7.4",4,"85.5","19.7",37,8.3,29.6,"74.045914231","92.501172981",23.6,45.5
"Cousins, Jake",664776,2024,29,"37","38.0",155,130,20,13,1,1,5,53,20,34.2,12.9,".154",".292",".290","0.582",".184",".320",".268",".290",".316",".136","69.8",11.8,13.3,9.2,28.5,19.7,"7.5",14,"86.2","14.1",31.2,7.8,33.8,"73.749845526","93.3060275",35.8,43.3
"Elder, Bryce",693821,2024,25,"10","49.2",226,206,64,45,9,2,8,46,17,20.4,7.5,".311",".490",".367","0.857",".285",".442",".370",".343",".344",".157","72",25.4,17.6,13.4,39.6,30.1,"7.5",5,"89.9","8.1",31.1,8.7,45.3,"79.59739125","94.476407875",25.5,44
"Davis, Noah",663562,2024,27,"9","20.1",96,88,31,22,6,0,3,15,7,15.6,7.3,".352",".523",".400","0.923",".272",".410",".399",".322",".326",".138","71.8",25.5,13.9,11.8,28.5,24.2,"7.2",1,"88.1","15.2",29.7,5.4,33.8,"76.707814865","93.898810411",16.5,49.9
"Ferrer, Jose A.",678606,2024,24,"31","32.0",129,119,27,24,1,1,1,25,6,19.4,4.7,".227",".277",".271","0.548",".229",".283",".245",".256",".279",".054","71.2",18.5,15.5,12.3,35.7,28.4,"7.2",2,"90.7","5.4",21.9,1,47.9,"80.350325625","95.012319895",22,48.7
"Garcia, Robert",676395,2024,28,"72","59.2",251,232,55,43,8,0,4,75,16,29.9,6.4,".237",".323",".288","0.611",".207",".294",".270",".248",".262",".087","71.3",20.2,9.3,6.5,29.1,20.2,"7.3",5,"87.7","11.5",29.6,3.1,30.2,"77.686503947","92.864831776",29.4,51.1
"Selby, Colin",681882,2024,26,"5","7.0",28,23,3,3,0,0,0,5,4,17.9,14.3,".130",".130",".286","0.416",".192",".226",".219",".276",".336",".035","71.4",26.3,18.2,15.8,30.3,26.3,"7.3",2,"90.1","4.1",11.1,0,44.4,"80.829848889","93.660093889",20.5,39.3
"Tinoco, Jesus",622786,2024,29,"32","40.2",162,147,27,20,3,1,3,42,12,25.9,7.4,".184",".279",".259","0.538",".210",".345",".241",".279",".284",".134","71",19.4,10.1,7.7,29.3,22.3,"7.5",8,"87.1","13",28.6,6.7,33.3,"75.889197692","93.22449375",26.4,48.8
"Ray, Robbie",592662,2024,32,"7","30.2",129,106,20,11,3,0,6,43,15,33.3,11.6,".189",".387",".320","0.707",".180",".343",".316",".299",".313",".163","71.4",19.8,9.4,6.2,23.3,15.2,"7.3",8,"86.8","19.2",34.4,9.4,35.9,"74.853164688","93.415278906",36,48.9
"Toussaint, Touki",657053,2024,28,"11","23.0",117,97,35,24,6,2,3,26,18,22.2,15.4,".361",".557",".462","1.019",".271",".406",".437",".360",".392",".136","72.1",23.5,13.5,10.1,28.6,21.2,"7.7",1,"88.8","7.7",40.3,5.6,38.9,"79.021804167","93.321083611",27.5,41.5
"Severino, Luis",622663,2024,30,"31","182.0",761,684,166,118,23,2,23,161,60,21.2,7.9,".243",".383",".313","0.696",".240",".376",".308",".305",".311",".136","71.6",23,10.7,8.5,27.8,22.1,"7.2",28,"87.1","12.7",30.4,5.7,35.6,"75.272418577","93.515669191",22,50.6
"Ashcraft, Graham",668933,2024,26,"15","77.1",350,316,89,63,15,0,11,57,27,16.3,7.7,".282",".434",".349","0.783",".278",".438",".342",".347",".348",".159","71.5",21.5,13.9,11.2,33.5,27,"7.1",17,"90.6","8.8",31.9,7.7,42.7,"80.638921406","94.586504314",22.1,49.3
"Ureña, José",570632,2024,32,"33","109.0",463,414,105,72,19,1,13,70,39,15.1,8.4,".254",".399",".321","0.720",".260",".411",".314",".323",".328",".152","71.9",22.1,15.2,11.8,35,27.3,"7.5",5,"89","9.8",26,7.7,39.7,"77.39789546","94.465225677",23.1,47
"Brebbia, John",605154,2024,34,"59","55.1",242,220,56,34,11,0,11,67,19,27.7,7.9,".255",".455",".322","0.777",".263",".445",".337",".338",".330",".182","70.5",15.6,12.7,9.6,29.9,22.7,"7.2",8,"88.8","19.7",39.9,10.5,37.3,"77.762331842","94.16101875",25.5,49.7
"Kilian, Caleb",668873,2024,27,"2","10.2",48,41,11,7,2,0,2,7,6,14.6,12.5,".268",".463",".362","0.825",".272",".552",".360",".394",".365",".280","71.7",21.9,16.4,13.7,34.4,28.8,"7.3",1,"89.1","11.6",40,14.3,37.1,"78.674156471","94.225684848",20.2,50.3
"Skubal, Tarik",669373,2024,27,"31","192.0",753,705,142,99,24,4,15,228,35,30.3,4.6,".201",".311",".247","0.558",".208",".328",".246",".257",".253",".121","71.1",21,11.6,8,30.4,21,"7.2",21,"87.5","12",33.1,6.7,33.9,"76.236530506","93.34039981",31.9,51.8
"Ross, Joe",605452,2024,31,"25","74.0",321,287,72,55,10,0,7,66,29,20.6,9,".251",".359",".319","0.678",".239",".381",".299",".306",".310",".143","72",25.2,14.4,10.7,35.3,26.2,"7.4",10,"88.7","16.7",30.8,8,38.8,"77.828361081","93.973218468",27.1,49.4
"Kelly, Zack",677161,2024,29,"49","56.2",241,212,44,26,8,0,10,61,27,25.3,11.2,".208",".387",".303","0.690",".227",".411",".300",".318",".320",".184","70.4",17.9,9.8,7.2,30.1,22.1,"7.3",6,"87.2","12",35.1,9.9,31.1,"76.0100832","93.197603267",28.1,46.5
"Wells, Tyler",669330,2024,29,"3","15.1",67,64,18,10,4,1,3,13,3,19.4,4.5,".281",".516",".313","0.829",".316",".615",".353",".408",".346",".300","72.5",20.3,20,16.2,33.3,27,"7.6",1,"89.9","17",37.3,11.8,45.1,"77.833022692","95.39068098",27.2,52.5
"Staumont, Josh",622251,2024,30,"25","24.1",102,85,17,16,1,0,0,18,14,17.6,13.7,".200",".212",".314","0.526",".248",".324",".252",".322",".361",".076","71.3",22.9,12,9.2,32.5,24.8,"7.1",4,"86.8","11.8",29,2.9,34.8,"75.405291471","93.140265294",25.9,44
"Walston, Blake",686796,2024,23,"7","18.1",83,70,16,10,2,0,4,18,10,21.7,12,".229",".429",".349","0.778",".232",".416",".344",".343",".352",".184","72.6",33.3,12.3,9.4,30.2,23.2,"7.4",1,"90.1","18.9",28.8,9.6,36.5,"80.331414231","94.187306538",22.1,44.9
"Morton, Charlie",450203,2024,40,"30","165.1",701,613,154,94,35,2,23,167,65,23.8,9.3,".251",".427",".339","0.766",".243",".402",".335",".326",".333",".159","71.6",23.6,13.3,10.1,32.3,24.5,"7.5",22,"88.7","9",33,9.3,38.4,"77.729736875","93.929105313",26.1,46.6
"Houser, Adrian",605288,2024,31,"23","69.1",309,272,74,43,23,0,8,45,32,14.6,10.4,".272",".445",".356","0.801",".268",".443",".350",".349",".353",".175","71.8",25.2,16.4,13.6,41.9,34.9,"7.3",5,"91","9.3",29.8,8.8,40.4,"81.602110702","94.668829163",18.2,44.7
"King, John",667463,2024,29,"56","60.0",248,225,58,47,6,0,5,38,14,15.3,5.6,".258",".351",".296","0.647",".253",".383",".280",".303",".299",".130","71.4",20,14.5,12.2,38.4,32.2,"7.3",6,"88.5","1.2",27.2,6.2,36.9,"77.765392083","93.815951302",17.5,50.6
"Vanasco, Ricky",676568,2024,25,"4","4.0",15,15,3,2,1,0,0,1,0,6.7,0,".200",".267",".200","0.467",".319",".373",".201",".305",".319",".054","69.8",11.1,11.8,11.1,47.1,44.4,"6.7",1,"87.3","1.2",21.4,0,35.7,"76.425352857","93.886680714",17.4,51.1
"Rodríguez, Manuel",655889,2024,27,"40","37.2",158,137,29,22,4,0,3,34,11,21.5,7,".212",".307",".292","0.599",".235",".329",".268",".287",".313",".095","71",21.7,14.7,11.2,31.1,23.7,"7.2",6,"88.7","11",30.2,2.8,34.9,"77.480563269","94.094053077",26.6,48.4
"Sterner, Justin",686993,2024,27,"2","4.0",19,17,5,3,2,0,0,4,1,21.1,5.3,".294",".412",".316","0.728",".163",".234",".286",".162",".199",".072","71.7",25,17.4,11.1,39.1,25,"7.1",0,"90","20.3",21.4,0,35.7,"81.09502","93.831088571",36.1,56.3
"Francis, Bowden",670102,2024,28,"27","103.2",408,377,74,42,15,0,17,92,22,22.5,5.4,".196",".371",".253","0.624",".219",".379",".272",".286",".274",".161","71.7",24,11.7,9.4,31.4,25.2,"7.2",12,"89.1","18.9",35.5,8.7,36.2,"79.064047622","93.806003811",21.2,51.7
"Strickland, Hunter",519326,2024,35,"72","73.1",294,266,56,33,12,1,10,57,24,19.4,8.2,".211",".376",".280","0.656",".213",".382",".286",".290",".282",".169","72",27.6,11.8,9.1,32.3,25,"7.5",3,"88.9","21.7",30.3,9,35.5,"79.214987429","93.43494201",22.8,47
"Fedde, Erick",607200,2024,31,"31","177.1",726,661,154,100,30,4,20,154,52,21.2,7.2,".233",".381",".291","0.672",".245",".394",".293",".306",".303",".149","71.6",23.1,13.4,10.6,33.4,26.5,"7.2",15,"88.6","14.9",32.4,7.6,37.7,"77.502500545","93.941632164",21.6,45.5
"Martinez, Seth",661527,2024,29,"44","52.2",222,199,49,29,12,1,7,36,18,16.2,8.1,".246",".422",".321","0.743",".246",".387",".323",".312",".322",".141","71.3",20.8,19.6,15.4,39.2,30.8,"7.4",6,"88.4","16.4",31.1,6.7,40.2,"77.583805625","93.891014214",23,45.7
"Kolek, Stephen",663568,2024,27,"42","46.2",211,195,59,46,9,0,4,39,12,18.5,5.7,".303",".410",".352","0.762",".279",".405",".336",".325",".331",".126","70.5",16.6,12.8,10.4,33.3,27,"6.9",5,"88.1","3.6",30.8,3.8,41,"76.118934211","94.213670921",21.1,49.3
"Swanson, Erik",657024,2024,30,"45","39.1",168,153,36,15,10,0,11,37,14,22,8.3,".235",".516",".304","0.820",".271",".466",".349",".347",".336",".195","71.2",22.7,17.5,13.4,34.9,26.8,"7.2",4,"92","12.8",38.8,12.1,50,"82.565098793","95.443421034",23.5,50.4
"Uribe, Abner",682842,2024,24,"14","14.1",66,54,15,12,1,1,1,14,12,21.2,18.2,".278",".389",".409","0.798",".257",".359",".349",".335",".394",".102","71.4",27.1,18.2,14.3,40,31.4,"7.4",3,"86.8","3.1",25,7.5,47.5,"72.7742005","95.068232564",26,37.2
"Woods Richardson, Simeon",680573,2024,23,"28","133.2",569,509,125,87,21,1,16,117,48,20.6,8.4,".246",".385",".310","0.695",".239",".394",".305",".310",".308",".155","71.5",21.3,12,9.4,30.7,24.2,"7.3",14,"88.4","18.5",35.7,8.2,36.2,"78.06318392","93.54377801",22.3,49.8
"Long, Sam",669674,2024,28,"43","42.2",176,156,34,23,6,0,5,44,17,25,9.7,".218",".353",".297","0.650",".235",".391",".286",".309",".313",".156","71.4",18.4,8.7,6.5,33.9,25.2,"7.3",4,"87.5","10.2",30.7,7.9,33.3,"76.673077321","93.262469911",27.8,47.6
"Abbott, Andrew",671096,2024,25,"25","138.0",586,529,127,73,28,1,25,114,52,19.5,8.9,".240",".439",".309","0.748",".234",".402",".323",".310",".305",".168","71.7",23.2,12,9.4,32.5,25.5,"7.3",4,"88.2","21.3",36.6,9.3,33.5,"78.18333039","93.177609095",22.6,47.6
"Suarez, José",660761,2024,26,"22","52.1",240,208,57,29,17,4,7,56,27,23.3,11.3,".274",".495",".367","0.862",".256",".404",".371",".337",".353",".148","71.7",23.7,16.7,12.6,31.9,24,"7.5",10,"89","13.4",37.3,8.5,47.7,"76.741386623","94.970841176",27.5,46
"Marsh, Alec",679525,2024,26,"26","129.0",548,493,123,73,28,3,19,123,39,22.4,7.1,".249",".434",".316","0.750",".264",".453",".325",".341",".331",".189","71.5",22.4,14.1,11.1,34.3,27.2,"7.3",21,"89.7","15",38,9.6,40.9,"78.827178162","94.623945041",23.5,47.6
"Bibee, Tanner",676440,2024,25,"31","173.2",710,651,150,84,40,4,22,187,44,26.3,6.2,".230",".406",".285","0.691",".237",".393",".299",".300",".293",".156","71.4",20.9,11.4,8.5,29.5,21.9,"7.3",23,"88.4","17.7",37.4,7,36.9,"77.504108675","93.719329103",26.9,51
"Horn, Bailey",690544,2024,26,"18","18.0",88,75,22,13,4,0,5,13,10,14.8,11.4,".293",".547",".368","0.915",".316",".485",".379",".375",".392",".170","71.1",16.1,16.8,13.7,41.6,33.9,"7.1",4,"90.8","6.8",36.9,10.8,41.5,"81.0267575","94.722267188",22.1,46.2
"Feigl, Brady",621399,2024,33,"1","1.2",11,11,7,4,2,0,1,0,0,0,0,".636","1.091",".636","1.727",".415",".721",".735",".483",".415",".306","69.6",15.8,17.6,15.8,35.3,31.6,"6.8",0,"86.7","5.1",27.3,18.2,36.4,"75.42337","93.625511818",9.5,47.7
"Buchanan, David",571527,2024,35,"1","3.1",14,12,2,1,1,0,0,1,2,7.1,14.3,".167",".250",".286","0.536",".206",".304",".251",".287",".320",".098","71.5",21.1,20,15.8,40,31.6,"7.3",0,"87.3","23.3",27.3,0,27.3,"76.544593333","93.643517273",18.2,37.9
"Milner, Hoby",571948,2024,33,"61","64.2",268,244,63,44,11,2,6,64,14,23.9,5.2,".258",".393",".299","0.692",".249",".346",".297",".280",".292",".097","71.2",20.6,16.3,13.6,36.9,30.7,"7.1",8,"87.7","8.4",30.9,2.7,36.2,"75.77361","93.945962541",19.3,43.2
"Keller, Brad",641745,2024,28,"16","41.1",192,175,48,28,11,0,9,32,15,16.7,7.8,".274",".491",".339","0.830",".252",".444",".358",".334",".318",".193","71.5",20.8,15.4,12.4,35.3,28.5,"7.4",3,"88.6","8.8",30.1,10.5,39.2,"77.014369718","94.317402908",21.1,46
"Peguero, Elvis",665625,2024,27,"52","51.1",227,197,52,42,5,1,4,47,27,20.7,11.9,".264",".360",".357","0.717",".251",".361",".317",".314",".346",".110","71.7",21.5,15.3,11.3,35.5,26.3,"7.4",9,"90.1","3.2",29.1,5.3,40.4,"79.603008919","94.532881216",27.7,47.5
"Suárez, Albert",544150,2024,34,"32","133.2",565,510,130,78,34,1,17,108,43,19.1,7.6,".255",".425",".314","0.739",".243",".406",".320",".311",".305",".163","71.5",21.1,11.9,9,32.7,24.8,"7.3",10,"88.8","17",38,7.1,38.4,"78.437722921","93.664169109",24.6,50.4
"Vespi, Nick",663989,2024,28,"11","12.1",49,45,10,5,4,0,1,9,3,18.4,6.1,".222",".378",".265","0.643",".247",".399",".276",".296",".290",".153","71.3",16,13.1,9.9,37.7,28.4,"7.5",2,"89.1","14.4",32.4,5.4,35.1,"78.958070556","93.838524722",25,52.1
"Bowman, Matt",621199,2024,33,"25","30.2",132,117,26,14,7,0,5,24,13,18.2,9.8,".222",".410",".311","0.721",".249",".439",".314",".336",".335",".189","71.9",24.2,14.1,11.6,35,28.8,"7.2",1,"89.3","8.4",36.6,11.8,40.9,"78.217246596","94.413392903",18.6,43.3
"Walters, Andrew",689958,2024,23,"9","8.2",32,26,1,0,1,0,0,6,5,18.8,15.6,".038",".077",".188","0.265",".174",".258",".147",".267",".303",".084","70.6",19,7.1,4.8,28.6,19,"7",2,"87.6","27",42.9,0,23.8,"79.560340909","92.218594762",33.8,53.8
"Moll, Sam",594580,2024,32,"48","37.2",152,134,27,19,4,1,3,38,14,25,9.2,".201",".313",".283","0.596",".194",".319",".261",".265",".280",".125","71.1",18.3,13.6,10.5,32.4,24.9,"7.1",4,"88.8","10.1",27.6,6.1,36.7,"78.359457708","93.818633125",25.6,45
"Strzelecki, Peter",657265,2024,29,"10","11.2",47,43,11,7,3,0,1,9,3,19.1,6.4,".256",".395",".319","0.714",".285",".424",".314",".339",".346",".138","70",14.5,9.5,7.9,34.9,28.9,"7",1,"87.5","14.3",38.2,8.8,38.2,"75.641258235","93.800367353",17,45.8
"Beede, Tyler",595881,2024,31,"13","14.0",68,54,16,10,3,1,2,18,9,26.5,13.2,".296",".500",".418","0.918",".237",".348",".393",".335",".377",".112","72.7",33.8,8.3,6.3,25,18.8,"7.8",0,"89.1","8.2",31.6,5.3,44.7,"78.822704211","94.105747568",29.7,44.5
"Winn, Cole",668390,2024,24,"13","17.1",77,69,18,13,3,0,2,14,4,18.2,5.2,".261",".391",".325","0.716",".279",".452",".315",".350",".346",".173","71.2",18.5,13.5,9.7,34.8,25,"7.3",0,"89.9","14.3",41.1,10.7,41.1,"79.399551429","94.425871071",25.7,51.7
"Gomber, Austin",596295,2024,30,"30","165.0",696,653,178,105,39,4,30,116,38,16.7,5.5,".273",".482",".312","0.794",".278",".482",".339",".344",".317",".204","72",24.6,17,13.6,37.1,29.7,"7.5",4,"90.2","15",37.7,9.6,41.2,"80.036265299","94.432492071",19.9,48.3
"Boushley, Caleb",676961,2024,30,"2","4.0",20,18,6,4,2,0,0,1,2,5,10,".333",".444",".400","0.844",".308",".493",".371",".379",".377",".186","71.7",25,15.4,14.3,30.8,28.6,"7.5",0,"85.9","20.1",17.6,11.8,41.2,"73.973884444","93.422775294",6.5,49.2
"Hernández, Carlos",672578,2024,27,"27","30.0",129,109,24,15,8,0,1,27,16,20.9,12.4,".220",".321",".318","0.639",".214",".370",".287",".304",".314",".156","70.8",17.8,8.2,6.2,27.5,20.7,"7.3",9,"88.6","24.2",30.6,9.4,38.8,"78.790978372","93.446198588",25.6,49.5
"Uceta, Edwin",670955,2024,26,"30","41.2",159,149,26,18,6,0,2,57,8,35.8,5,".174",".255",".222","0.477",".184",".255",".213",".219",".230",".072","71.5",23.4,8.5,5.6,25.6,16.8,"7.4",4,"87.3","20.7",32.3,3.2,31.2,"76.943605652","93.000901648",34,51.6
"Estrada, Jeremiah",669093,2024,25,"62","61.0",252,224,42,30,8,0,4,94,23,37.3,9.1,".188",".277",".259","0.536",".187",".280",".239",".248",".264",".092","71.1",21.5,10.2,6.6,27.8,18.1,"7.2",6,"89.2","17.5",35.8,5.2,37.3,"79.316654925","93.81656194",36,53.7
"Bush, Ky",681066,2024,24,"4","17.2",87,69,20,13,5,0,2,11,16,12.6,18.4,".290",".449",".425","0.874",".253",".394",".382",".352",".397",".141","72.1",24.8,14.1,11.1,38,29.9,"7.5",2,"90.2","16.7",32.2,3.4,49.2,"80.416772069","94.648925789",22.8,41.5
"Andriese, Matt",542882,2024,34,"4","6.0",26,25,7,3,1,1,2,7,1,26.9,3.8,".280",".640",".308","0.948",".253",".543",".384",".335",".281",".291","71.9",32.5,14.3,12.5,34.3,30,"7.4",1,"90.5","9.9",38.9,11.1,44.4,"77.947565556","96.313450556",16,56.8
"Avila, Nick",687014,2024,26,"8","11.2",55,50,17,7,7,1,2,14,3,25.5,5.5,".340",".640",".364","1.004",".331",".529",".413",".401",".371",".198","70.8",15.3,15.6,11.8,37.5,28.2,"7.2",0,"94.6","17.7",55.3,13.2,65.8,"88.271445263","96.466132973",22.8,50.7
"Hudson, Bryan",663542,2024,27,"43","62.1",231,208,28,13,7,1,7,62,17,26.8,7.4,".135",".279",".209","0.488",".198",".335",".218",".270",".268",".138","71.2",20.4,12.2,9.7,27.6,21.8,"7",7,"87.8","14.2",35.8,6.8,36.5,"76.378445676","93.743675068",21.5,47.7
"Wingenter, Trey",622259,2024,30,"7","8.1",42,37,13,10,1,0,2,6,4,14.3,9.5,".351",".541",".415","0.956",".309",".471",".413",".371",".376",".163","70.4",18.4,7.4,5.3,42.6,30.3,"7.2",3,"90","7",34.4,3.1,50,"81.841403125","94.007149032",30.7,49.2
"Freeland, Kyle",607536,2024,31,"21","113.1",490,460,134,84,23,5,22,85,26,17.3,5.3,".291",".507",".329","0.836",".279",".481",".357",".345",".318",".203","72.4",28.5,14.5,12.5,33.4,28.7,"7.4",16,"90.3","15.2",34.7,10.6,40.7,"79.590418883","94.84659904",17.1,50
"Schmidt, Clarke",657376,2024,28,"16","85.1",353,309,71,50,11,2,8,93,30,26.3,8.5,".230",".356",".312","0.668",".225",".353",".296",".301",".314",".127","71.6",25.2,12.9,9.5,30.6,22.5,"7.2",6,"89.1","16",31.7,5.9,38,"78.87294578","93.864991613",29.4,44.2
"Crochet, Garrett",676979,2024,25,"32","146.0",595,555,123,78,25,2,18,209,33,35.1,5.5,".222",".371",".271","0.642",".204",".341",".280",".263",".255",".137","71.4",20.6,11,7.5,27,18.4,"7.2",20,"88.3","11.1",34.5,9.2,38.8,"76.536271919","94.146127471",33.1,53.2
"Daniel, Davis",669721,2024,27,"6","30.1",134,127,39,23,11,0,5,28,6,20.9,4.5,".307",".512",".343","0.855",".278",".422",".367",".321",".316",".144","71.9",25.2,14.4,11.7,31.1,25.2,"7.3",3,"87.2","17.9",39.4,10.1,39.4,"74.7893132","93.91111303",20.2,49.8
"Roupp, Landen",694738,2024,25,"23","50.1",217,190,43,28,13,0,2,47,26,21.7,12,".226",".326",".323","0.649",".241",".355",".294",".311",".336",".114","71.1",17.2,15.6,11.8,31.7,24,"7.6",4,"89","10.6",35,4.9,39.2,"77.580207042","94.250249085",25.3,41
"Neely, Jack",680891,2024,24,"6","6.0",28,26,8,6,0,0,2,7,2,25,7.1,".308",".538",".357","0.895",".286",".504",".385",".363",".337",".218","70.7",14,16.7,9.3,50,27.9,"7.4",1,"91.1","14.6",31.6,10.5,47.4,"83.234475","94.646404737",42.3,53.1
"Gómez, Yoendrys",672782,2024,24,"5","11.1",54,44,11,6,3,0,2,10,7,18.5,13,".250",".455",".352","0.807",".222",".438",".346",".334",".332",".216","72.9",23.3,18.8,14,39.1,29.1,"7.5",0,"91.6","20.1",36.1,13.9,50,"82.171283333","95.289379722",28.7,47.2
"García, Yimi",554340,2024,33,"39","39.0",153,138,23,10,7,0,6,49,12,32,7.8,".167",".348",".243","0.591",".185",".373",".252",".270",".260",".188","70.9",18.7,8.6,6,22.7,15.7,"7.2",0,"87.4","23.3",36.7,13.3,34.4,"75.579494091","93.693798523",29,51.2
