Player Name,Team,Position,Salary,Years,Total Value,Average Annual,Normalized Name,p_game,p_formatted_ip,pa,ab,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,xobp,xiso,avg_swing_speed,fast_swing_rate,blasts_contact,blasts_swing,squared_up_contact,squared_up_swing,avg_swing_length,swords,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
"Robertson, David",Rangers,RHP,8283253,,0,0.0,David Robertson,68,72.0,297,262,53,42,6,0,5,99,28,33.3,9.4,0.202,0.282,0.291,0.573,0.212,0.328,0.257,0.278,0.3,0.117,71.1,19.3,11.3,8.1,29.7,21.4,7.2,7.0,88.7,9.9,31.1,5.5,37.8,77.812772805,93.895541534,29.5,43.4
"Buehler, Walker",Dodgers,RHP,8025000,,0,0.0,Walker Buehler,16,75.1,344,308,89,56,15,2,16,64,28,18.6,8.1,0.289,0.506,0.356,0.862,0.262,0.428,0.37,0.334,0.334,0.166,71.3,22.8,12.6,9.9,35.7,27.9,7.1,7.0,88.3,10.8,36.2,6.9,37.8,77.418332975,93.883231162,19.4,45.4
"Kelly, Joe",Dodgers,RHP,8000000,,0,0.0,Joe Kelly,35,32.0,143,119,31,21,6,0,4,35,16,24.5,11.2,0.261,0.412,0.369,0.781,0.238,0.41,0.344,0.345,0.355,0.172,70.4,19.1,11.9,9.0,30.8,23.4,7.1,2.0,88.7,8.0,33.7,12.8,43.0,77.07031093,94.621151294,22.4,46.2
"Webb, Logan",Giants,RHP,8000000,5,90000000,18000000.0,Logan Webb,33,204.2,841,783,202,152,35,4,11,172,50,20.5,5.9,0.258,0.355,0.302,0.657,0.272,0.412,0.288,0.32,0.318,0.14,71.9,26.1,17.7,14.2,36.5,29.4,7.3,19.0,89.8,2.5,32.1,7.0,46.2,77.927662825,95.233452829,20.8,46.2
"Cease, Dylan",Padres,RHP,8000000,,0,0.0,Dylan Cease,33,189.1,762,684,137,84,34,1,18,224,65,29.4,8.5,0.2,0.332,0.269,0.601,0.21,0.358,0.266,0.283,0.28,0.148,71.4,23.1,12.4,8.5,32.4,22.3,7.4,35.0,89.0,14.1,32.4,8.5,38.6,78.282702241,94.084709267,32.4,48.2
"Romano, Jordan",Blue Jays,RHP,7750000,,0,0.0,Jordan Romano,15,13.2,62,56,16,9,3,0,4,13,4,21.0,6.5,0.286,0.554,0.344,0.898,0.312,0.598,0.378,0.407,0.368,0.286,70.7,22.2,22.6,17.3,45.2,34.6,7.3,1.0,91.6,17.7,43.2,13.6,50.0,81.778763636,95.639505116,24.3,47.9
"Strahm, Matt",Phillies,LHP,7500000,2,15000000,7500000.0,Matt Strahm,66,62.2,237,217,36,20,12,0,4,79,11,33.3,4.6,0.166,0.276,0.224,0.5,0.188,0.309,0.221,0.243,0.244,0.121,71.3,21.2,9.3,7.1,25.7,19.4,7.0,7.0,89.2,21.6,36.2,7.1,37.6,78.994658,93.952678214,26.7,53.1
"Pivetta, Nick",Red Sox,RHP,7500000,,0,0.0,Nick Pivetta,27,145.2,595,554,128,73,23,4,28,172,36,28.9,6.1,0.231,0.439,0.277,0.716,0.221,0.406,0.306,0.291,0.268,0.186,71.4,21.8,11.8,9.0,30.5,23.4,7.3,20.0,89.4,19.4,38.9,10.1,38.9,79.225758698,93.96201671,25.6,50.3
"Fedde, Erick",White Sox,RHP,7500000,2,15000000,7500000.0,Erick Fedde,31,177.1,726,661,154,100,30,4,20,154,52,21.2,7.2,0.233,0.381,0.291,0.672,0.245,0.394,0.293,0.306,0.303,0.149,71.6,23.1,13.4,10.6,33.4,26.5,7.2,15.0,88.6,14.9,32.4,7.6,37.7,77.502500545,93.941632164,21.6,45.5
"Javier, Cristian",Astros,RHP,7400000,5,64000000,12800000.0,Cristian Javier,7,34.2,150,129,30,16,9,1,4,27,19,18.0,12.7,0.233,0.411,0.329,0.74,0.235,0.407,0.324,0.328,0.333,0.172,71.1,19.3,14.6,10.5,42.3,30.4,7.4,2.0,88.9,24.6,41.3,6.7,30.8,79.767288846,93.250004078,26.3,43.3
"Sewald, Paul",Diamondbacks,RHP,7350000,,0,0.0,Paul Sewald,42,39.2,165,151,35,16,13,0,6,43,10,26.1,6.1,0.232,0.437,0.291,0.728,0.229,0.409,0.311,0.301,0.289,0.18,71.6,21.6,11.7,9.2,28.4,22.3,7.2,11.0,90.0,26.0,34.9,9.2,42.2,79.845752037,94.379078037,24.4,52.8
"Johnson, Pierce",Braves,RHP,7000000,2,14250000,7125000.0,Pierce Johnson,58,56.1,236,209,48,33,8,1,6,67,25,28.4,10.6,0.23,0.364,0.318,0.682,0.224,0.368,0.302,0.302,0.313,0.145,71.5,24.1,12.8,9.6,34.2,25.7,7.4,9.0,89.4,11.7,33.8,8.5,39.4,79.001409296,94.027184296,28.1,45.1
"Williams, Devin",Brewers,RHP,7000000,,0,0.0,Devin Williams,22,21.2,88,75,10,5,4,0,1,38,11,43.2,12.5,0.133,0.227,0.261,0.488,0.143,0.204,0.228,0.226,0.27,0.061,70.7,17.5,7.0,4.2,18.4,11.1,7.2,3.0,84.2,14.8,29.7,5.4,32.4,73.454455789,91.882778649,40.0,47.3
"Paxton, James",Dodgers,LHP,7000000,,0,0.0,James Paxton,21,100.1,437,379,95,63,18,2,12,73,50,16.7,11.4,0.251,0.404,0.336,0.74,0.255,0.403,0.324,0.334,0.343,0.148,71.4,21.1,15.9,13.1,35.6,29.5,7.1,14.0,90.5,16.0,32.6,8.0,43.1,80.362296013,94.558863072,21.1,47.2
"Williams, Trevor",Nationals,RHP,7000000,2,13000000,6500000.0,Trevor Williams,13,66.2,260,238,51,39,8,1,3,59,18,22.7,6.9,0.214,0.294,0.265,0.559,0.216,0.345,0.248,0.277,0.273,0.129,72.1,25.7,14.6,11.4,32.4,25.3,7.3,4.0,89.4,13.4,31.7,6.6,39.3,79.537256264,93.835962143,22.5,46.7
"Barlow, Scott",Guardians,RHP,6700000,,0,0.0,Scott Barlow,63,55.0,241,204,44,27,11,0,6,68,31,28.2,12.9,0.216,0.358,0.328,0.686,0.231,0.363,0.306,0.315,0.341,0.132,70.8,18.3,11.4,8.1,30.2,21.5,7.6,13.0,86.2,9.0,33.3,5.8,32.6,73.846792464,93.298851159,33.6,42.6
"Quantrill, Cal",Rockies,RHP,6550000,,0,0.0,Cal Quantrill,29,148.1,656,571,156,101,26,6,23,110,69,16.8,10.5,0.273,0.461,0.361,0.822,0.274,0.435,0.358,0.351,0.362,0.161,71.5,23.3,13.8,10.9,32.6,25.6,7.3,9.0,89.1,11.1,37.1,7.3,41.2,77.92321026,94.354738243,21.6,45.7
"Hicks, Jordan",Giants,RHP,6500000,4,44000000,11000000.0,Jordan Hicks,29,109.2,481,423,112,75,23,2,12,96,47,20.0,9.8,0.265,0.414,0.349,0.763,0.258,0.423,0.336,0.339,0.344,0.165,71.5,20.4,14.9,11.4,34.5,26.3,7.5,8.0,89.6,8.9,34.7,9.4,42.2,78.413726111,94.634853364,24.6,44.3
"Jackson, Luke",Giants,RHP,6500000,2,11500000,5750000.0,Luke Jackson,52,53.0,235,204,52,36,9,0,7,59,26,25.1,11.1,0.255,0.402,0.342,0.744,0.229,0.373,0.328,0.312,0.322,0.144,71.6,21.1,14.5,10.7,33.7,24.8,7.4,17.0,89.2,8.4,31.8,8.8,39.9,78.730678904,94.024388356,29.7,47.0
"Raley, Brooks",Mets,LHP,6500000,,0,0.0,Brooks Raley,8,7.0,25,21,2,1,1,0,0,9,3,36.0,12.0,0.095,0.143,0.2,0.343,0.162,0.368,0.168,0.28,0.264,0.206,71.8,18.4,6.5,5.3,12.9,10.5,7.6,0.0,82.8,15.9,23.1,15.4,30.8,69.729357143,92.646901538,24.1,45.4
"Minter, A.J.",Braves,LHP,6220000,,0,0.0,A.J. Minter,39,34.1,134,121,24,16,2,0,6,35,11,26.1,8.2,0.198,0.364,0.271,0.635,0.208,0.367,0.277,0.283,0.279,0.159,71.9,28.3,12.1,8.8,27.3,19.9,7.4,5.0,87.3,15.3,26.4,6.9,33.3,75.611607674,93.756282588,28.4,52.7
"Holmes, Clay",Yankees,RHP,6000000,,0,0.0,Clay Holmes,67,63.0,271,242,60,44,12,0,4,68,22,25.1,8.1,0.248,0.347,0.315,0.662,0.226,0.332,0.292,0.282,0.297,0.106,71.5,23.0,12.9,9.4,33.2,24.0,7.5,12.0,88.8,0.3,24.2,5.6,36.5,78.056312727,94.037651657,30.2,44.9
"Gallegos, Giovanny",Cardinals,RHP,5750000,,0,0.0,Giovanny Gallegos,21,20.2,94,84,24,9,9,0,6,21,10,22.3,10.6,0.286,0.607,0.362,0.969,0.251,0.418,0.409,0.33,0.331,0.167,72.0,23.0,14.2,11.1,30.2,23.7,7.7,5.0,86.9,9.7,30.2,9.5,41.3,74.302272813,93.934264444,26.7,46.6
"Kahnle, Tommy",Yankees,RHP,5750000,3,14500000,4833333.0,Tommy Kahnle,50,42.2,179,158,30,16,9,0,5,46,19,25.7,10.6,0.19,0.342,0.285,0.627,0.203,0.334,0.278,0.284,0.297,0.131,71.7,21.1,11.5,7.7,27.8,18.7,7.7,6.0,86.2,3.7,24.1,6.3,32.1,74.119513636,93.096771,36.0,47.7
"Peralta, Freddy",Brewers,RHP,5734960,5,15500000,3100000.0,Freddy Peralta,32,173.2,725,639,143,92,24,1,26,200,68,27.6,9.4,0.224,0.387,0.307,0.694,0.224,0.377,0.305,0.305,0.308,0.153,71.2,21.0,11.9,8.4,28.0,19.8,7.3,25.0,87.6,17.3,35.3,8.7,36.9,75.95026724,93.640809751,31.1,46.9
"Scott, Tanner",Marlins,LHP,5700000,,0,0.0,Tanner Scott,72,72.0,294,251,45,35,7,0,3,84,36,28.6,12.2,0.179,0.243,0.285,0.528,0.2,0.29,0.241,0.268,0.304,0.089,72.0,25.3,6.4,4.3,23.1,15.7,7.2,11.0,84.3,11.1,30.4,4.7,27.5,71.83934775,92.406937563,32.7,51.8
"Bummer, Aaron",Braves,LHP,5500000,5,16000000,3200000.0,Aaron Bummer,56,55.1,244,220,61,47,11,1,2,69,18,28.3,7.4,0.277,0.364,0.333,0.697,0.232,0.283,0.305,0.261,0.296,0.052,70.1,14.3,10.5,7.9,30.5,22.8,7.3,8.0,86.6,0.0,29.0,1.3,32.9,74.332564189,93.519571554,26.7,43.0
"Mahle, Tyler",Rangers,RHP,5500000,2,22000000,11000000.0,Tyler Mahle,3,12.2,56,50,14,10,2,1,1,10,4,17.9,7.1,0.28,0.42,0.339,0.759,0.251,0.357,0.329,0.3,0.318,0.107,71.8,33.0,9.2,6.8,30.8,22.7,7.2,2.0,88.8,16.3,29.3,4.9,34.1,77.7512375,94.04452775,25.2,48.5
"Keller, Mitch",Pirates,RHP,5442500,5,77000000,15400000.0,Mitch Keller,31,178.0,773,697,182,110,38,11,23,166,50,21.5,6.5,0.261,0.446,0.321,0.767,0.249,0.409,0.331,0.32,0.313,0.16,71.1,18.5,12.9,10.5,33.9,27.5,7.1,23.0,88.8,12.4,38.0,7.2,39.3,77.859026134,94.078079089,21.5,47.6
"Springs, Jeffrey",Rays,LHP,5250000,4,31000000,7750000.0,Jeffrey Springs,7,33.0,142,129,34,24,5,0,5,37,11,26.1,7.7,0.264,0.419,0.324,0.743,0.227,0.367,0.324,0.297,0.295,0.14,71.3,23.1,16.6,12.0,34.4,24.9,7.4,4.0,89.3,15.9,38.7,9.7,46.2,79.04063587,94.027314674,29.9,48.5
"Finnegan, Kyle",Nationals,RHP,5100000,,0,0.0,Kyle Finnegan,65,63.2,271,245,61,45,4,3,9,60,24,22.1,8.9,0.249,0.4,0.315,0.715,0.261,0.411,0.309,0.321,0.327,0.15,71.7,22.3,14.5,11.3,32.3,25.1,7.1,4.0,91.3,10.6,31.6,7.0,48.1,80.415694946,95.621577135,23.1,53.2
"Houser, Adrian",Mets,RHP,5050000,,0,0.0,Adrian Houser,23,69.1,309,272,74,43,23,0,8,45,32,14.6,10.4,0.272,0.445,0.356,0.801,0.268,0.443,0.35,0.349,0.353,0.175,71.8,25.2,16.4,13.6,41.9,34.9,7.3,5.0,91.0,9.3,29.8,8.8,40.4,81.602110702,94.668829163,18.2,44.7
"Sandoval, Patrick",Angels,LHP,5025000,,0,0.0,Patrick Sandoval,16,79.2,353,312,85,61,16,0,8,81,35,22.9,9.9,0.272,0.401,0.349,0.75,0.256,0.385,0.329,0.318,0.335,0.129,71.8,23.0,13.8,10.5,30.6,23.2,7.5,15.0,87.9,11.0,32.9,5.1,36.3,76.703548276,93.645202078,26.5,46.2
"Castro, Miguel",Diamondbacks,RHP,5000000,,0,0.0,Miguel Castro,11,13.2,64,59,20,11,5,1,3,8,3,12.5,4.7,0.339,0.61,0.381,0.991,0.325,0.514,0.421,0.38,0.367,0.189,71.4,25.0,9.4,8.3,31.3,27.8,7.5,2.0,84.6,8.3,38.5,5.8,25.0,73.980398846,92.005902941,18.5,46.6
"Kershaw, Clayton",Dodgers,LHP,5000000,2,10000000,5000000.0,Clayton Kershaw,7,30.0,133,119,36,26,7,1,2,24,9,18.0,6.8,0.303,0.429,0.353,0.782,0.287,0.407,0.336,0.329,0.346,0.12,72.5,30.1,19.5,15.7,34.5,27.8,7.6,5.0,90.4,14.1,38.8,4.1,40.8,79.444124082,94.903124433,21.7,50.2
"Soto, Gregory",Phillies,LHP,5000000,,0,0.0,Gregory Soto,66,53.0,244,206,56,40,10,2,4,65,27,26.6,11.1,0.272,0.398,0.374,0.772,0.236,0.372,0.34,0.322,0.348,0.136,70.6,16.3,10.1,7.1,30.4,21.3,7.4,8.0,88.6,6.2,34.7,7.6,43.8,77.25008,94.261321127,31.0,47.1
"Smith, Will",Royals,LHP,5000000,,0,0.0,Will Smith,45,41.1,186,165,45,27,11,0,7,29,15,15.6,8.1,0.273,0.467,0.342,0.809,0.284,0.475,0.347,0.356,0.353,0.191,71.4,22.9,14.1,11.5,34.1,27.7,7.6,6.0,87.0,18.0,40.3,8.6,30.9,75.807624348,93.165260584,23.7,47.0
"Civale, Aaron",Rays,RHP,4900000,,0,0.0,Aaron Civale,31,161.0,689,627,158,98,31,0,29,149,52,21.6,7.5,0.252,0.44,0.314,0.754,0.243,0.393,0.327,0.309,0.308,0.151,71.6,22.7,14.0,11.1,33.4,26.5,7.4,13.0,89.4,17.2,36.5,7.3,39.4,79.152007238,94.002413711,21.9,45.2
"Singer, Brady",Royals,RHP,4850000,,0,0.0,Brady Singer,32,179.2,762,693,175,116,34,3,22,170,54,22.3,7.1,0.253,0.405,0.315,0.72,0.267,0.426,0.316,0.331,0.329,0.159,71.7,25.2,16.3,12.6,36.3,28.2,7.4,28.0,88.9,8.9,35.6,8.0,41.7,77.275001577,94.431135896,25.1,44.7
"Bednar, David",Pirates,RHP,4510000,,0,0.0,David Bednar,62,57.2,262,227,54,33,12,0,9,58,28,22.1,10.7,0.238,0.41,0.327,0.737,0.229,0.416,0.319,0.322,0.321,0.188,71.8,24.5,12.0,8.8,30.7,22.5,7.2,6.0,90.2,17.9,30.8,9.3,39.5,79.970762235,94.462997235,27.6,50.9
"Brasier, Ryan",Dodgers,RHP,4500000,2,9000000,4500000.0,Ryan Brasier,29,28.0,110,101,22,13,5,1,3,25,5,22.7,4.5,0.218,0.376,0.248,0.624,0.247,0.396,0.265,0.289,0.277,0.149,72.6,30.6,15.9,12.8,34.1,27.4,7.3,5.0,90.7,16.6,35.0,7.5,43.8,81.447909231,94.554402051,22.3,56.4
"Ottavino, Adam",Mets,RHP,4500000,2,14500000,7250000.0,Adam Ottavino,60,56.0,245,213,49,34,8,1,6,70,23,28.6,9.4,0.23,0.362,0.324,0.686,0.198,0.318,0.305,0.278,0.296,0.12,70.8,17.9,10.1,7.6,29.5,22.1,7.3,4.0,87.1,13.6,34.0,7.6,34.7,75.411897639,93.510556364,25.7,43.5
"Lorenzen, Michael",Rangers,RHP,4500000,,0,0.0,Michael Lorenzen,26,130.1,535,468,101,63,20,1,17,97,59,18.1,11.0,0.216,0.372,0.31,0.682,0.243,0.413,0.303,0.329,0.334,0.17,71.7,22.6,14.8,11.6,33.9,26.6,7.3,13.0,88.5,15.1,32.2,8.0,39.4,76.902993817,94.185249946,22.8,44.7
"Yates, Kirby",Rangers,RHP,4500000,,0,0.0,Kirby Yates,61,61.2,237,203,23,15,5,0,3,85,28,35.9,11.8,0.113,0.182,0.225,0.407,0.145,0.214,0.186,0.212,0.253,0.068,71.2,21.8,9.9,6.5,24.7,16.2,7.2,9.0,87.5,15.2,16.5,4.1,33.1,77.038917869,93.213497355,33.6,49.3
"Chafin, Andrew",Tigers,LHP,4250000,,0,0.0,Andrew Chafin,62,56.1,246,211,52,42,5,0,5,70,31,28.5,12.6,0.246,0.341,0.341,0.682,0.222,0.347,0.301,0.296,0.323,0.124,70.7,16.1,10.5,7.3,32.8,22.6,7.6,10.0,88.5,15.0,37.5,6.3,34.0,78.837670417,93.227958182,34.5,46.1
"Gilbert, Logan",Mariners,RHP,4050000,,0,0.0,Logan Gilbert,33,208.2,803,756,148,82,39,1,26,220,37,27.4,4.6,0.196,0.353,0.236,0.589,0.224,0.369,0.255,0.276,0.263,0.145,71.7,24.8,15.0,10.6,36.0,25.5,7.5,34.0,89.6,12.6,33.0,7.2,39.3,78.976067127,94.386132799,31.7,50.4
"Junis, Jakob",Brewers,RHP,4000000,,0,0.0,Jakob Junis,24,67.0,253,241,49,28,12,1,8,51,8,20.2,3.2,0.203,0.361,0.237,0.598,0.251,0.414,0.259,0.302,0.283,0.163,72.0,25.8,15.6,12.2,38.1,29.9,7.4,8.0,90.0,15.1,35.1,8.4,42.4,80.314726458,94.199237487,24.6,47.8
"Steele, Justin",Cubs,LHP,4000000,,0,0.0,Justin Steele,24,134.2,555,506,111,76,23,0,12,135,37,24.3,6.7,0.219,0.336,0.276,0.612,0.212,0.303,0.271,0.258,0.271,0.091,71.8,24.4,10.2,7.9,28.0,21.8,7.2,19.0,86.9,12.3,30.9,4.2,33.2,75.731326576,93.083319918,23.7,51.5
"Phillips, Evan",Dodgers,RHP,4000000,,0,0.0,Evan Phillips,61,54.2,228,207,48,31,11,0,6,63,17,27.6,7.5,0.232,0.372,0.291,0.663,0.225,0.349,0.288,0.282,0.287,0.125,70.6,17.1,10.0,7.5,29.4,22.0,7.1,6.0,85.9,11.9,36.1,6.1,32.7,74.221398082,92.767791301,27.7,47.2
"Stanek, Ryne",Mariners,RHP,4000000,,0,0.0,Ryne Stanek,63,55.1,241,212,48,32,6,2,8,67,25,27.8,10.4,0.226,0.387,0.315,0.702,0.205,0.356,0.307,0.288,0.297,0.151,71.2,17.8,9.5,6.5,32.6,22.3,7.3,8.0,90.2,19.0,34.2,9.6,41.8,80.971384795,94.146185862,33.2,51.5
"Diekman, Jake",Mets,LHP,4000000,,0,0.0,Jake Diekman,43,32.0,145,114,23,10,5,1,7,40,24,27.6,16.6,0.202,0.447,0.354,0.801,0.221,0.39,0.35,0.345,0.372,0.169,70.9,21.1,10.7,7.7,27.3,19.6,7.2,4.0,87.0,10.8,36.4,10.4,39.0,74.985509474,93.756943733,28.7,42.3
"Brebbia, John",White Sox,RHP,4000000,,0,0.0,John Brebbia,59,55.1,242,220,56,34,11,0,11,67,19,27.7,7.9,0.255,0.455,0.322,0.777,0.263,0.445,0.337,0.338,0.33,0.182,70.5,15.6,12.7,9.6,29.9,22.7,7.2,8.0,88.8,19.7,39.9,10.5,37.3,77.762331842,94.16101875,25.5,49.7
"Yarbrough, Ryan",Dodgers,LHP,3900000,,0,0.0,Ryan Yarbrough,44,98.2,398,348,70,49,10,0,11,65,32,16.3,8.0,0.201,0.325,0.289,0.614,0.245,0.384,0.273,0.316,0.331,0.139,70.9,18.7,12.9,10.1,33.7,26.4,7.3,6.0,86.0,14.3,33.6,6.2,29.4,74.845336738,92.615066512,21.1,47.4
"Fairbanks, Pete",Rays,RHP,3816667,,0,0.0,Pete Fairbanks,46,45.1,185,166,36,28,4,0,4,44,17,23.8,9.2,0.217,0.313,0.288,0.601,0.255,0.395,0.265,0.312,0.323,0.139,71.1,19.9,15.5,12.6,36.0,29.3,7.3,5.0,89.1,15.3,31.5,5.6,41.1,78.057306066,94.449698443,21.8,44.8
"Helsley, Ryan",Cardinals,RHP,3800000,,0,0.0,Ryan Helsley,65,66.1,266,238,50,41,6,0,3,79,23,29.7,8.6,0.21,0.273,0.275,0.548,0.212,0.301,0.243,0.257,0.28,0.089,70.7,17.8,10.6,6.9,35.8,23.2,7.5,10.0,89.4,18.3,36.6,3.7,35.4,80.156012073,93.657122945,36.1,53.0
"Mayza, Tim",Blue Jays,LHP,3590000,,0,0.0,Tim Mayza,50,42.2,195,175,54,35,12,2,5,28,15,14.4,7.7,0.309,0.486,0.359,0.845,0.287,0.471,0.358,0.349,0.344,0.184,71.7,21.6,15.2,12.8,35.0,29.4,7.1,1.0,88.3,9.2,42.4,9.3,38.4,77.397422838,93.76203585,17.5,44.5
"Rea, Colin",Brewers,RHP,3500000,,0,0.0,Colin Rea,32,167.2,714,656,169,105,33,2,29,135,43,18.9,6.0,0.258,0.447,0.311,0.758,0.272,0.452,0.327,0.339,0.326,0.181,72.2,26.6,15.9,13.1,35.2,29.0,7.3,16.0,90.4,15.2,36.3,8.7,42.0,80.213678192,94.594415173,19.3,46.8
"Whitlock, Garrett",Red Sox,RHP,3500000,4,18750000,4687500.0,Garrett Whitlock,4,18.1,75,66,14,9,4,0,1,17,7,22.7,9.3,0.212,0.318,0.297,0.615,0.254,0.399,0.278,0.326,0.335,0.146,71.8,17.7,12.0,10.4,31.3,27.1,7.2,4.0,89.4,10.6,44.0,6.0,36.0,79.309856667,94.016792708,17.0,45.8
"Stratton, Chris",Royals,RHP,3500000,2,8000000,4000000.0,Chris Stratton,57,58.1,257,214,53,33,13,2,5,44,33,17.1,12.8,0.248,0.397,0.348,0.745,0.255,0.399,0.326,0.341,0.361,0.144,71.6,19.6,15.2,12.4,35.7,29.2,7.3,7.0,87.1,11.0,39.0,8.5,37.9,75.071382841,93.608085455,20.6,42.9
"Blackburn, Paul",Athletics,RHP,3450000,,0,0.0,Paul Blackburn,14,75.1,316,290,76,49,14,1,12,59,21,18.7,6.6,0.262,0.441,0.317,0.758,0.266,0.431,0.329,0.329,0.322,0.165,71.9,26.1,12.7,10.0,31.5,24.7,7.4,7.0,87.6,11.0,38.2,8.2,35.6,76.755879741,93.20611319,23.5,47.8
"Peralta, Wandy",Padres,LHP,3350000,4,16500000,4125000.0,Wandy Peralta,46,38.1,162,143,33,24,3,0,6,22,13,13.6,8.0,0.231,0.378,0.315,0.693,0.265,0.427,0.307,0.346,0.348,0.163,72.4,28.9,17.1,13.7,33.2,26.5,7.6,2.0,89.1,7.0,32.0,8.2,43.4,77.147804167,94.761495126,19.1,48.6
"Greene, Hunter",Reds,RHP,3333333,6,53000000,8833333.0,Hunter Greene,26,150.1,611,526,96,62,19,3,12,169,57,27.7,9.3,0.183,0.298,0.283,0.581,0.188,0.302,0.265,0.271,0.289,0.114,71.5,20.4,7.6,5.6,25.5,18.7,7.3,24.0,87.3,20.8,29.0,5.2,32.5,76.321243094,93.167150497,29.7,50.6
"Means, John",Orioles,LHP,3325000,,0,0.0,John Means,4,20.2,80,76,16,9,4,1,2,16,2,20.0,2.5,0.211,0.368,0.237,0.605,0.268,0.469,0.259,0.332,0.298,0.201,72.8,27.7,21.2,15.6,37.5,27.7,7.6,3.0,90.9,26.5,39.3,6.6,52.5,80.289118667,95.433425167,26.3,48.8
"Dunning, Dane",Rangers,RHP,3325000,,0,0.0,Dane Dunning,26,95.0,421,373,97,59,19,1,18,91,40,21.6,9.5,0.26,0.461,0.34,0.801,0.262,0.469,0.347,0.35,0.341,0.207,72.1,28.0,17.4,13.7,35.6,28.1,7.4,6.0,90.4,13.6,33.8,10.9,45.8,79.435209433,95.254082242,23.7,45.5
"Matsui, Yuki",Padres,LHP,3250000,5,28000000,5600000.0,Yuki Matsui,64,62.2,257,226,46,25,10,3,8,69,27,26.8,10.5,0.204,0.381,0.284,0.665,0.203,0.325,0.283,0.267,0.285,0.122,71.8,22.8,12.3,8.4,30.5,20.8,7.5,7.0,88.5,18.2,30.4,6.8,37.3,77.502376296,93.964574969,31.9,50.4
"Thielbar, Caleb",Twins,LHP,3225000,,0,0.0,Caleb Thielbar,59,47.1,216,188,50,35,9,0,6,53,24,24.5,11.1,0.266,0.41,0.344,0.754,0.239,0.393,0.327,0.315,0.324,0.154,70.2,12.9,12.2,9.3,30.0,22.8,7.2,5.0,88.3,16.2,34.5,10.1,33.8,77.094068116,93.819488613,24.7,48.4
"Rogers, Tyler",Giants,RHP,3200000,,0,0.0,Tyler Rogers,77,70.1,290,273,67,46,14,0,7,51,6,17.6,2.1,0.245,0.374,0.278,0.652,0.238,0.34,0.281,0.27,0.274,0.102,70.1,14.9,13.7,11.3,31.0,25.5,6.9,4.0,85.2,7.5,24.9,4.4,31.1,73.039023304,92.704925759,18.6,53.0
"King, Michael",Padres,RHP,3150000,,0,0.0,Michael King,31,173.2,726,653,144,98,27,2,17,201,63,27.7,8.7,0.221,0.346,0.296,0.642,0.226,0.36,0.284,0.293,0.301,0.134,71.5,22.7,9.3,6.7,26.0,18.7,7.4,25.0,85.7,13.8,35.2,6.2,30.3,73.981359732,92.671656987,29.3,45.4
"Gomber, Austin",Rockies,LHP,3150000,,0,0.0,Austin Gomber,30,165.0,696,653,178,105,39,4,30,116,38,16.7,5.5,0.273,0.482,0.312,0.794,0.278,0.482,0.339,0.344,0.317,0.204,72.0,24.6,17.0,13.6,37.1,29.7,7.5,4.0,90.2,15.0,37.7,9.6,41.2,80.036265299,94.432492071,19.9,48.3
"McGough, Scott",Diamondbacks,RHP,3000000,2,6250000,3125000.0,Scott McGough,26,32.2,150,124,34,16,10,2,6,25,21,16.7,14.0,0.274,0.532,0.373,0.905,0.261,0.491,0.382,0.367,0.365,0.23,71.8,26.9,14.3,10.8,32.7,24.7,7.4,3.0,90.8,13.2,34.0,11.7,41.7,81.219632885,94.634885049,25.5,48.9
"Maile, Luke",Reds,C,3000000,,0,0.0,Luke Maile,3,3.2,18,17,6,1,3,1,1,0,0,0.0,0.0,0.353,0.824,0.333,1.157,0.316,0.662,0.46,0.403,0.309,0.347,73.4,33.3,31.3,27.8,40.6,36.1,7.2,0.0,90.8,21.7,33.3,11.1,55.6,82.233921111,94.860492222,10.0,61.5
"Miller, Shelby",Tigers,RHP,3000000,,0,0.0,Shelby Miller,51,55.2,225,203,41,22,10,0,9,49,13,21.8,5.8,0.202,0.384,0.262,0.646,0.222,0.389,0.28,0.3,0.286,0.167,70.3,15.5,14.2,10.9,36.9,28.4,7.1,9.0,91.1,16.8,31.0,7.6,41.1,82.009808481,94.576932468,24.3,49.3
"Kopech, Michael",White Sox,RHP,3000000,,0,0.0,Michael Kopech,67,67.2,279,234,44,31,4,0,9,88,34,31.5,12.2,0.188,0.321,0.299,0.62,0.192,0.346,0.277,0.29,0.303,0.154,71.5,22.3,11.8,8.2,29.7,20.8,7.0,9.0,89.0,16.9,34.2,10.5,40.8,78.876881333,93.879345436,32.8,46.9
"Soroka, Michael",White Sox,RHP,3000000,,0,0.0,Michael Soroka,25,79.2,347,294,66,40,9,4,13,84,44,24.2,12.7,0.224,0.415,0.328,0.743,0.237,0.398,0.324,0.329,0.341,0.161,71.0,19.7,12.6,9.7,26.7,20.6,7.3,8.0,87.6,15.8,34.7,9.7,35.2,75.630787547,93.882228531,24.8,43.3
