Player Name,Team,Position,Salary,Years,Total Value,Average Annual,Normalized Name,p_game,p_formatted_ip,pa,ab,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,xobp,xiso,avg_swing_speed,fast_swing_rate,blasts_contact,blasts_swing,squared_up_contact,squared_up_swing,avg_swing_length,swords,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
"Scherzer, Max",Rangers,RHP,43333334,3,130000000,43333333.33,Max Scherzer,9,43.1,177,165,40,22,11,0,7,40,10,22.6,5.6,0.242,0.436,0.288,0.724,0.243,0.399,0.312,0.304,0.291,0.156,71.8,24.5,12.7,9.0,27.1,19.3,7.4,5.0,87.9,20.8,40.5,7.9,34.9,76.868146557,93.48110123,29.2,54.7
"Verlander, Justin",Astros,RHP,43333333,2,86666666,43333333.0,Justin Verlander,17,90.1,396,358,98,67,14,2,15,74,27,18.7,6.8,0.274,0.45,0.331,0.781,0.234,0.389,0.337,0.301,0.297,0.155,71.0,18.2,10.6,8.5,32.6,26.0,7.3,6.0,88.6,20.9,39.1,6.9,32.5,78.654585694,93.349929268,21.3,48.7
"deGrom, Jacob",Rangers,RHP,40000000,5,185000000,37000000.0,Jacob deGrom,3,10.2,44,42,11,7,3,0,1,14,1,31.8,2.3,0.262,0.405,0.295,0.7,0.2,0.325,0.304,0.247,0.236,0.125,72.2,35.1,20.0,13.5,36.0,24.3,7.5,1.0,92.1,24.8,25.0,10.7,53.6,81.604607857,96.487094444,32.1,48.8
"Cole, Gerrit",Yankees,RHP,36000000,9,324000000,36000000.0,Gerrit Cole,17,95.0,390,355,78,52,14,1,11,99,29,25.4,7.4,0.22,0.358,0.29,0.648,0.226,0.376,0.286,0.296,0.296,0.15,71.6,20.9,13.8,10.8,32.7,25.6,7.2,12.0,89.7,17.0,31.6,7.4,39.5,79.402838516,94.074448672,24.8,48.3
"Corbin, Patrick",Nationals,LHP,34556200,6,140000000,23333333.33,Patrick Corbin,32,174.2,764,697,208,134,42,7,25,139,54,18.2,7.1,0.298,0.486,0.348,0.834,0.295,0.473,0.357,0.357,0.348,0.178,72.2,27.2,19.5,15.5,35.9,28.6,7.5,25.0,90.8,10.0,37.3,8.3,46.7,79.877843129,95.30570991,22.4,48.2
"Snell, Blake",Giants,LHP,32000000,2,62000000,31000000.0,Blake Snell,20,104.0,418,373,65,45,13,1,6,145,44,34.7,10.5,0.174,0.263,0.263,0.526,0.178,0.278,0.241,0.249,0.267,0.099,71.4,22.1,9.1,5.9,28.3,18.2,7.4,30.0,86.5,14.6,32.9,5.7,28.9,75.529303097,92.772378489,37.7,46.0
"Nola, Aaron",Phillies,RHP,24571428,7,172000000,24571429.0,Aaron Nola,33,199.1,820,764,189,118,39,2,30,197,50,24.0,6.1,0.247,0.421,0.295,0.716,0.244,0.388,0.31,0.299,0.294,0.144,71.7,24.5,14.6,11.1,32.8,24.8,7.5,31.0,88.5,12.0,35.4,7.2,38.2,77.265343569,94.038174053,25.2,48.6
"Castillo, Luis",Mariners,RHP,24150000,5,108000000,21600000.0,Luis Castillo,30,175.1,719,663,158,95,36,2,25,175,47,24.3,6.5,0.238,0.412,0.293,0.705,0.244,0.404,0.305,0.306,0.298,0.16,71.3,19.0,13.4,10.1,32.0,24.0,7.2,25.0,89.7,16.3,37.0,8.5,41.9,78.938131564,94.546516728,25.9,50.6
"Wheeler, Zack",Phillies,RHP,23500000,5,118000000,23600000.0,Zack Wheeler,32,200.0,787,723,139,86,28,5,20,224,52,28.5,6.6,0.192,0.328,0.253,0.581,0.197,0.328,0.256,0.261,0.259,0.131,71.2,20.6,8.4,6.2,26.2,19.2,7.1,21.0,86.5,13.5,32.6,8.3,33.6,74.93491968,93.046728036,27.5,51.2
"Ray, Robbie",Giants,LHP,23000000,5,115000000,23000000.0,Robbie Ray,7,30.2,129,106,20,11,3,0,6,43,15,33.3,11.6,0.189,0.387,0.32,0.707,0.18,0.343,0.316,0.299,0.313,0.163,71.4,19.8,9.4,6.2,23.3,15.2,7.3,8.0,86.8,19.2,34.4,9.4,35.9,74.853164688,93.415278906,36.0,48.9
"Bassitt, Chris",Blue Jays,RHP,22000000,3,63000000,21000000.0,Chris Bassitt,31,171.0,758,667,180,132,29,1,18,168,70,22.2,9.2,0.27,0.397,0.352,0.749,0.256,0.399,0.331,0.327,0.341,0.143,71.2,19.6,14.4,11.6,30.6,24.6,7.1,14.0,87.8,14.3,36.3,7.5,37.1,75.64419492,94.077816493,21.7,45.0
"Gausman, Kevin",Blue Jays,RHP,22000000,5,110000000,22000000.0,Kevin Gausman,31,181.0,756,693,165,101,41,3,20,162,56,21.4,7.4,0.238,0.392,0.296,0.688,0.257,0.449,0.3,0.333,0.315,0.192,71.9,25.5,15.0,11.6,32.1,24.7,7.3,14.0,90.2,16.1,35.5,9.7,42.4,79.496181832,94.740771683,23.4,49.9
"Morton, Charlie",Braves,RHP,20000000,,0,0.0,Charlie Morton,30,165.1,701,613,154,94,35,2,23,167,65,23.8,9.3,0.251,0.427,0.339,0.766,0.243,0.402,0.335,0.326,0.333,0.159,71.6,23.6,13.3,10.1,32.3,24.5,7.5,22.0,88.7,9.0,33.0,9.3,38.4,77.729736875,93.929105313,26.1,46.6
"Musgrove, Joe",Padres,RHP,20000000,5,100000000,20000000.0,Joe Musgrove,19,99.2,410,375,94,59,21,0,14,101,23,24.6,5.6,0.251,0.419,0.31,0.729,0.248,0.421,0.317,0.321,0.309,0.174,71.5,25.4,15.8,11.7,34.4,25.5,7.3,16.0,90.3,13.8,35.5,10.5,40.6,80.599201739,94.1443128,28.3,47.4
"Hader, Josh",Astros,LHP,19000000,5,95000000,19000000.0,Josh Hader,71,71.0,278,251,43,25,5,1,12,105,25,37.8,9.0,0.171,0.343,0.248,0.591,0.173,0.328,0.261,0.257,0.249,0.156,71.4,19.5,11.3,7.0,30.9,19.2,7.3,12.0,89.7,21.2,33.3,10.2,38.8,79.336932877,94.450776,40.5,54.4
"Stroman, Marcus",Yankees,RHP,18500000,2,37000000,18500000.0,Marcus Stroman,30,154.2,675,603,167,116,28,4,19,113,60,16.7,8.9,0.277,0.431,0.349,0.78,0.271,0.43,0.341,0.34,0.344,0.159,72.1,24.4,16.3,13.4,34.4,28.4,7.4,19.0,89.3,9.9,35.5,6.7,40.2,78.437503663,94.344487814,20.4,43.9
"Taillon, Jameson",Cubs,RHP,18000000,4,68000000,17000000.0,Jameson Taillon,28,165.1,675,633,154,107,24,2,21,125,33,18.5,4.9,0.243,0.387,0.28,0.667,0.256,0.419,0.289,0.311,0.294,0.163,71.9,23.0,15.8,13.1,37.4,30.9,7.4,20.0,89.7,15.9,32.2,7.2,38.8,79.650003386,94.067909961,19.5,48.2
"Walker, Taijuan",Phillies,RHP,18000000,4,72000000,18000000.0,Taijuan Walker,19,83.2,381,338,107,63,20,0,24,58,37,15.2,9.7,0.317,0.589,0.386,0.975,0.295,0.553,0.413,0.396,0.37,0.258,72.6,28.9,21.9,18.5,38.7,32.6,7.4,8.0,91.4,15.4,37.8,13.4,46.3,81.056816241,95.427069787,16.7,44.1
"Mikolas, Miles",Cardinals,RHP,17666667,3,55750000,18583333.0,Miles Mikolas,32,171.2,720,683,194,113,51,4,26,122,25,16.9,3.5,0.284,0.485,0.312,0.797,0.278,0.459,0.339,0.331,0.308,0.182,72.0,26.2,15.1,12.7,32.5,27.4,7.3,11.0,88.8,13.6,38.1,8.1,42.3,77.511449435,94.25374515,16.4,49.8
"Eovaldi, Nathan",Rangers,RHP,17000000,2,34000000,17000000.0,Nathan Eovaldi,29,170.2,696,642,147,94,28,2,23,166,42,23.9,6.0,0.229,0.386,0.282,0.668,0.246,0.391,0.291,0.306,0.3,0.145,71.5,21.9,15.4,11.3,32.9,24.1,7.3,13.0,89.3,8.8,33.5,7.7,42.6,77.906442017,94.485768718,26.8,52.2
"Hendricks, Kyle",Cubs,RHP,16500000,,0,0.0,Kyle Hendricks,29,130.2,567,514,147,110,15,1,21,87,43,15.3,7.6,0.286,0.442,0.34,0.782,0.276,0.426,0.339,0.336,0.335,0.15,71.5,23.0,13.8,11.4,31.5,26.0,7.4,9.0,85.9,13.0,36.4,7.4,33.4,73.587198843,93.098027796,18.9,46.2
"Iglesias, Raisel",Braves,RHP,16000000,4,58000000,14500000.0,Raisel Iglesias,66,69.1,259,238,38,27,5,2,4,68,13,26.3,5.0,0.16,0.248,0.211,0.459,0.195,0.292,0.2,0.233,0.244,0.097,71.5,20.1,11.7,8.1,33.3,23.1,7.4,8.0,86.0,14.2,25.7,4.0,30.9,74.387969302,92.798374269,31.5,52.3
"Sale, Chris",Braves,LHP,16000000,2,38000000,18000000.0,Chris Sale,29,177.2,702,652,141,96,32,4,9,225,39,32.1,5.6,0.216,0.319,0.269,0.588,0.213,0.317,0.26,0.261,0.266,0.105,70.6,17.1,10.3,7.3,29.1,20.7,7.4,26.0,86.5,9.6,34.9,5.6,31.2,75.016805094,93.046190662,31.0,49.0
"Darvish, Yu",Padres,RHP,16000000,6,108000000,18000000.0,Yu Darvish,16,81.2,331,300,65,39,13,1,12,78,22,23.6,6.6,0.217,0.387,0.274,0.661,0.228,0.385,0.286,0.295,0.287,0.157,71.7,22.4,11.6,8.8,33.3,25.3,7.6,5.0,89.4,17.1,32.0,7.5,39.9,79.064280619,94.154535022,25.6,51.5
"Jansen, Kenley",Red Sox,RHP,16000000,2,32000000,16000000.0,Kenley Jansen,54,54.2,218,194,38,25,9,0,4,62,20,28.4,9.2,0.196,0.304,0.271,0.575,0.208,0.352,0.253,0.28,0.285,0.144,71.1,18.8,10.4,8.0,34.7,26.8,7.1,8.0,90.4,22.3,36.3,11.1,37.0,81.42870806,94.007212015,27.0,49.4
"Montas, Frankie",Reds,RHP,16000000,,0,0.0,Frankie Montas,30,150.2,655,576,140,87,28,1,24,148,66,22.6,10.1,0.243,0.42,0.325,0.745,0.247,0.428,0.325,0.333,0.33,0.181,72.2,27.5,13.9,10.7,28.6,22.0,7.4,15.0,89.3,13.5,36.2,9.2,43.1,77.762357972,94.576313396,24.9,48.7
"Wacha, Michael",Royals,RHP,16000000,2,32000000,16000000.0,Michael Wacha,29,166.2,685,625,154,104,29,4,17,145,45,21.2,6.6,0.246,0.387,0.3,0.687,0.252,0.405,0.3,0.311,0.306,0.154,71.0,19.6,12.9,10.1,33.3,26.0,7.3,18.0,86.9,15.7,32.7,8.2,32.5,75.614261583,93.109005646,23.3,48.5
"Senga, Kodai",Mets,RHP,15666667,5,75000000,15000000.0,Kodai Senga,1,5.1,20,18,2,1,0,0,1,9,1,45.0,5.0,0.111,0.278,0.2,0.478,0.189,0.501,0.217,0.33,0.271,0.312,72.2,30.5,19.6,15.3,34.8,27.1,7.5,2.0,90.2,21.8,55.6,22.2,55.6,78.681838,96.373798889,30.0,54.8
"Burnes, Corbin",Orioles,RHP,15637500,,0,0.0,Corbin Burnes,32,194.1,784,731,165,121,21,1,22,181,48,23.1,6.1,0.226,0.347,0.274,0.621,0.231,0.367,0.273,0.284,0.28,0.136,71.6,22.4,13.0,9.8,32.7,24.6,7.5,52.0,87.5,11.0,26.8,6.7,31.6,76.693803832,93.206229159,28.6,48.8
"Fried, Max",Braves,LHP,15000000,,0,0.0,Max Fried,29,174.1,714,645,146,116,16,1,13,166,57,23.2,8.0,0.226,0.315,0.295,0.61,0.245,0.358,0.273,0.299,0.312,0.113,71.2,19.2,13.4,10.6,31.1,24.6,7.2,29.0,86.3,3.0,30.4,5.0,34.6,73.871292176,93.362715837,24.1,45.9
"Glasnow, Tyler",Dodgers,RHP,15000000,5,136562500,27312500.0,Tyler Glasnow,22,134.0,522,484,92,48,27,2,15,168,35,32.2,6.7,0.19,0.347,0.244,0.591,0.195,0.324,0.258,0.254,0.25,0.129,71.5,23.0,11.4,8.1,31.0,22.0,7.2,16.0,89.0,9.3,32.5,8.5,40.1,78.136298153,94.139426422,30.9,48.4
"Freeland, Kyle",Rockies,LHP,15000000,5,64500000,12900000.0,Kyle Freeland,21,113.1,490,460,134,84,23,5,22,85,26,17.3,5.3,0.291,0.507,0.329,0.836,0.279,0.481,0.357,0.345,0.318,0.203,72.4,28.5,14.5,12.5,33.4,28.7,7.4,16.0,90.3,15.2,34.7,10.6,40.7,79.590418883,94.84659904,17.1,50.0
"Lugo, Seth",Royals,RHP,15000000,3,45000000,15000000.0,Seth Lugo,33,206.2,836,773,177,119,36,6,16,181,48,21.7,5.7,0.229,0.353,0.281,0.634,0.243,0.389,0.278,0.3,0.295,0.147,72.1,26.2,15.3,12.1,35.6,28.2,7.3,23.0,88.5,10.7,32.8,8.0,39.0,77.299278949,93.994017356,22.5,46.7
"Manaea, Sean",Mets,LHP,14500000,2,28000000,14000000.0,Sean Manaea,32,181.2,738,662,134,86,27,0,21,184,63,24.9,8.5,0.202,0.338,0.28,0.618,0.227,0.374,0.275,0.3,0.302,0.148,71.1,19.4,11.8,8.9,28.8,21.7,7.1,23.0,88.6,16.3,37.0,7.5,37.8,77.674456946,93.857812243,26.1,49.0
"Pressly, Ryan",Astros,RHP,14000000,2,30000000,15000000.0,Ryan Pressly,59,56.2,244,220,58,37,17,0,4,58,18,23.8,7.4,0.264,0.395,0.322,0.717,0.242,0.397,0.314,0.308,0.304,0.155,71.8,22.3,14.5,10.8,33.4,24.9,7.5,5.0,89.8,6.2,37.0,7.9,41.8,78.834511585,94.583014817,26.9,50.3
"Rodriguez, Eduardo",Diamondbacks,LHP,14000000,4,80000000,20000000.0,Eduardo Rodriguez,10,50.0,224,202,56,33,14,1,8,47,19,21.0,8.5,0.277,0.475,0.341,0.816,0.276,0.485,0.35,0.357,0.341,0.209,71.9,26.9,15.1,11.7,34.3,26.6,7.2,5.0,88.7,14.5,39.5,10.8,42.0,76.894034675,94.55394487,22.4,46.4
"Martinez, Nick",Reds,RHP,14000000,2,26000000,13000000.0,Nick Martinez,42,142.1,570,539,128,81,32,2,13,116,18,20.4,3.2,0.237,0.377,0.267,0.644,0.242,0.365,0.279,0.278,0.272,0.123,71.4,21.8,11.4,8.9,31.2,24.5,7.4,15.0,86.4,17.0,34.0,5.1,30.5,74.850496934,92.978959505,23.1,51.1
"Flaherty, Jack",Tigers,RHP,14000000,,0,0.0,Jack Flaherty,28,162.0,649,605,135,88,18,5,24,194,38,29.9,5.9,0.223,0.388,0.273,0.661,0.233,0.38,0.288,0.292,0.284,0.147,71.6,24.4,14.3,10.1,34.2,24.3,7.5,26.0,88.4,14.0,36.1,7.7,35.9,77.445862362,93.776478992,32.1,46.2
"Maeda, Kenta",Tigers,RHP,14000000,2,24000000,12000000.0,Kenta Maeda,29,112.1,485,442,124,76,25,1,22,96,31,19.8,6.4,0.281,0.491,0.331,0.822,0.257,0.425,0.351,0.323,0.314,0.168,71.3,19.8,13.7,10.5,32.7,25.2,7.5,14.0,88.4,17.0,36.9,8.2,36.1,78.072138352,93.470683011,23.9,47.2
"Smith, Will",Dodgers,C,13550000,10,140000000,0.0,Will Smith,45,41.1,186,165,45,27,11,0,7,29,15,15.6,8.1,0.273,0.467,0.342,0.809,0.284,0.475,0.347,0.356,0.353,0.191,71.4,22.9,14.1,11.5,34.1,27.7,7.6,6.0,87.0,18.0,40.3,8.6,30.9,75.807624348,93.165260584,23.7,47.0
"Bieber, Shane",Guardians,RHP,13125000,,0,0.0,Shane Bieber,2,12.0,45,44,10,6,4,0,0,20,1,44.4,2.2,0.227,0.318,0.244,0.562,0.227,0.352,0.244,0.259,0.244,0.126,,,,,,,,,88.5,7.1,45.8,4.2,41.7,77.024256667,94.201522083,36.7,47.6
"Anderson, Tyler",Angels,LHP,13000000,3,39000000,13000000.0,Tyler Anderson,31,179.1,765,681,158,99,32,3,24,142,73,18.6,9.5,0.232,0.394,0.311,0.705,0.245,0.413,0.308,0.322,0.323,0.168,72.1,24.5,12.8,9.3,33.0,23.8,7.5,12.0,87.2,17.6,34.1,7.9,33.0,76.273537333,93.1219435,27.8,49.3
"Quintana, Jose",Mets,LHP,13000000,2,26000000,13000000.0,Jose Quintana,31,170.1,717,634,150,96,29,3,22,135,63,18.8,8.8,0.237,0.396,0.314,0.71,0.257,0.407,0.312,0.327,0.334,0.15,71.9,26.1,16.0,12.7,36.8,29.0,7.4,25.0,88.0,10.7,32.9,6.7,38.2,76.44604848,93.89600374,22.2,43.1
"Severino, Luis",Mets,RHP,13000000,,0,0.0,Luis Severino,31,182.0,761,684,166,118,23,2,23,161,60,21.2,7.9,0.243,0.383,0.313,0.696,0.24,0.376,0.308,0.305,0.311,0.136,71.6,23.0,10.7,8.5,27.8,22.1,7.2,28.0,87.1,12.7,30.4,5.7,35.6,75.272418577,93.515669191,22.0,50.6
"Gray, Jon",Rangers,RHP,13000000,4,56000000,14000000.0,Jon Gray,23,102.2,439,408,107,75,17,4,11,86,28,19.6,6.4,0.262,0.404,0.308,0.712,0.276,0.441,0.309,0.331,0.322,0.165,71.7,23.8,14.8,11.3,36.0,27.6,7.4,11.0,90.5,15.3,34.8,8.6,42.2,80.087355563,94.980957625,23.8,51.6
"Heaney, Andrew",Rangers,LHP,13000000,2,25000000,12500000.0,Andrew Heaney,32,160.0,693,634,159,105,30,1,23,159,41,22.9,5.9,0.251,0.41,0.307,0.717,0.253,0.433,0.312,0.325,0.312,0.18,72.1,25.7,14.2,10.6,32.3,24.3,7.4,20.0,89.6,18.2,37.4,8.3,40.1,78.990582236,94.388347616,26.3,50.3
"Stripling, Ross",Athletics,RHP,12500000,2,25000000,12500000.0,Ross Stripling,22,85.1,381,353,109,72,30,0,7,49,22,12.9,5.8,0.309,0.453,0.347,0.8,0.293,0.437,0.344,0.335,0.334,0.144,71.9,23.7,17.0,14.2,38.3,32.0,7.4,4.0,88.3,13.6,39.8,6.8,35.3,77.755111307,93.509050131,16.9,47.9
"Matz, Steven",Cardinals,LHP,12500000,4,44000000,11000000.0,Steven Matz,12,44.1,190,171,49,32,10,0,7,33,15,17.4,7.9,0.287,0.468,0.349,0.817,0.269,0.425,0.352,0.331,0.335,0.156,71.0,17.3,11.9,10.0,26.6,22.3,7.1,3.0,87.6,12.3,44.3,7.9,30.7,77.279398986,93.058805109,18.1,48.3
"Valdez, Framber",Astros,LHP,12100000,,0,0.0,Framber Valdez,28,176.1,703,634,140,102,24,1,13,169,55,24.0,7.8,0.221,0.323,0.287,0.61,0.234,0.34,0.272,0.287,0.301,0.106,72.2,27.5,16.2,12.0,39.2,29.1,7.4,21.0,90.2,0.4,26.0,5.3,45.0,80.000726364,94.620557662,27.2,45.0
"Gibson, Kyle",Cardinals,RHP,12000000,,0,0.0,Kyle Gibson,30,169.2,722,641,161,104,30,4,23,151,68,20.9,9.4,0.251,0.418,0.324,0.742,0.263,0.428,0.323,0.338,0.338,0.166,71.9,25.2,15.1,11.5,37.5,28.5,7.6,18.0,88.2,12.0,34.3,9.2,39.1,76.558654534,94.071640304,25.9,42.9
"Rogers, Taylor",Giants,LHP,12000000,3,33000000,11000000.0,Taylor Rogers,64,60.0,249,224,53,32,13,1,7,64,22,25.7,8.8,0.237,0.397,0.309,0.706,0.215,0.335,0.309,0.282,0.292,0.12,70.3,15.0,9.7,7.6,30.1,23.8,7.3,7.0,86.7,12.3,32.3,6.2,32.9,74.55486025,93.4377415,23.3,42.5
"Kimbrel, Craig",Orioles,RHP,12000000,,0,0.0,Craig Kimbrel,57,52.1,232,192,40,25,7,1,7,73,31,31.5,13.4,0.208,0.365,0.329,0.694,0.218,0.381,0.309,0.32,0.338,0.163,71.0,19.1,12.7,9.0,32.7,23.1,7.1,9.0,91.1,17.3,37.4,10.6,43.1,81.560687377,94.92765877,30.9,43.0
"Gonzales, Marco",Pirates,LHP,12000000,4,30000000,7500000.0,Marco Gonzales,7,33.2,151,138,43,30,8,0,5,23,11,15.2,7.3,0.312,0.478,0.36,0.838,0.309,0.535,0.362,0.383,0.359,0.226,71.9,23.7,18.5,14.9,37.6,30.2,7.4,1.0,90.9,15.1,41.0,11.1,43.6,80.250298393,95.046505893,17.8,51.5
"Senzatela, Antonio",Rockies,RHP,12000000,5,50500000,10100000.0,Antonio Senzatela,3,12.1,54,46,15,10,1,1,3,7,8,13.0,14.8,0.326,0.587,0.426,1.013,0.318,0.613,0.432,0.436,0.419,0.295,72.2,30.4,15.2,12.7,28.8,24.1,7.2,1.0,89.9,16.5,43.6,15.4,46.2,78.5215785,94.745833846,17.6,41.7
"Montero, Rafael",Astros,RHP,11500000,3,34500000,11500000.0,Rafael Montero,41,38.1,164,141,35,22,4,1,8,23,19,14.0,11.6,0.248,0.461,0.348,0.809,0.269,0.467,0.352,0.364,0.365,0.199,71.0,20.2,13.2,10.7,31.7,25.8,7.1,2.0,89.8,11.3,36.1,10.1,42.0,79.6057485,94.228808319,17.9,45.1
"Eflin, Zach",Rays,RHP,11000000,3,40000000,13333333.0,Zach Eflin,28,165.1,684,653,166,114,28,2,22,134,24,19.6,3.5,0.254,0.404,0.283,0.687,0.249,0.405,0.297,0.297,0.279,0.157,71.5,22.3,15.4,12.4,34.9,27.9,7.4,22.0,88.1,13.3,30.0,7.5,36.1,76.388751434,94.040596667,21.6,50.0
"Green, Chad",Blue Jays,RHP,10500000,2,8500000,4250000.0,Chad Green,53,53.1,210,190,41,26,7,0,8,46,14,21.9,6.7,0.216,0.379,0.271,0.65,0.233,0.426,0.276,0.302,0.288,0.193,71.6,24.7,14.5,11.3,32.1,24.9,7.2,6.0,91.3,17.2,35.1,8.8,45.9,81.357816622,95.150588986,23.3,52.6
"Smyly, Drew",Cubs,LHP,10500000,2,19000000,9500000.0,Drew Smyly,50,58.2,257,226,57,40,7,0,10,56,25,21.8,9.7,0.252,0.416,0.333,0.749,0.235,0.368,0.325,0.301,0.319,0.134,71.2,20.3,13.3,10.4,29.5,23.1,7.4,17.0,89.2,19.5,34.1,6.4,38.2,78.341442024,94.083570476,25.2,48.1
"Chapman, Aroldis",Pirates,LHP,10500000,,0,0.0,Aroldis Chapman,68,61.2,264,222,44,29,9,1,5,98,38,37.1,14.4,0.198,0.315,0.318,0.633,0.165,0.282,0.289,0.269,0.293,0.117,71.0,19.2,8.7,6.0,27.6,18.9,7.2,7.0,90.5,11.2,31.0,7.1,41.3,80.398542903,94.663313548,32.3,44.5
"Gallen, Zac",Diamondbacks,RHP,10011000,,0,0.0,Zac Gallen,28,148.0,621,561,133,86,29,5,13,156,54,25.1,8.7,0.237,0.376,0.308,0.684,0.246,0.379,0.301,0.308,0.316,0.134,71.8,25.0,14.1,10.6,35.1,26.5,7.5,24.0,90.0,11.8,34.9,7.4,41.0,79.81895601,94.40298237,26.0,44.2
"Kikuchi, Yusei",Blue Jays,LHP,10000000,3,36000000,12000000.0,Yusei Kikuchi,32,175.2,736,683,167,118,23,1,25,206,44,28.0,6.0,0.245,0.391,0.291,0.682,0.239,0.396,0.297,0.298,0.286,0.157,71.9,26.5,14.9,10.8,32.0,23.2,7.2,29.0,90.1,14.2,33.5,9.7,45.0,79.146503958,94.844128643,29.0,48.4
"Gray, Sonny",Cardinals,RHP,10000000,3,75000000,25000000.0,Sonny Gray,28,166.1,671,623,142,82,33,6,21,203,39,30.3,5.8,0.228,0.401,0.275,0.676,0.237,0.394,0.292,0.297,0.285,0.157,71.5,21.1,13.8,10.1,35.2,25.8,7.4,35.0,89.6,11.5,38.1,8.9,37.9,79.276406538,94.211961253,29.8,48.7
"Lynn, Lance",Cardinals,RHP,10000000,,0,0.0,Lance Lynn,23,117.1,511,458,113,75,21,1,16,109,44,21.3,8.6,0.247,0.402,0.316,0.718,0.262,0.453,0.314,0.34,0.33,0.191,71.8,24.8,12.3,9.5,30.3,23.4,7.1,15.0,88.9,17.0,37.0,10.5,39.3,77.577234686,94.259379457,24.1,48.4
"Cobb, Alex",Giants,RHP,10000000,,0,0.0,Alex Cobb,3,16.1,62,58,14,11,1,1,1,10,3,16.1,4.8,0.241,0.345,0.274,0.619,0.281,0.478,0.269,0.342,0.316,0.197,73.2,29.6,18.7,16.0,44.9,38.4,7.4,1.0,91.9,0.9,32.7,6.1,44.9,82.8665176,95.131098163,17.1,43.4
"Suarez, Robert",Padres,RHP,10000000,5,46000000,9200000.0,Robert Suarez,65,65.0,258,240,52,38,7,0,7,59,16,22.9,6.2,0.217,0.333,0.265,0.598,0.219,0.356,0.262,0.272,0.267,0.137,70.8,16.8,9.1,6.9,29.9,22.6,7.0,4.0,89.0,16.0,30.6,7.7,40.4,78.547847,94.082984222,24.3,55.6
"Imanaga, Shota",Cubs,LHP,9500000,4,53000000,13250000.0,Shota Imanaga,29,173.1,694,662,149,98,23,1,27,174,28,25.1,4.0,0.225,0.385,0.259,0.644,0.234,0.39,0.279,0.286,0.268,0.156,71.9,23.3,14.2,10.4,31.6,23.1,7.5,17.0,88.6,17.8,36.0,8.6,39.3,77.586230864,93.931424733,28.3,55.7
"Martin, Chris",Red Sox,RHP,9500000,2,17500000,8750000.0,Chris Martin,45,44.1,180,170,47,39,3,0,5,50,3,27.8,1.7,0.276,0.382,0.298,0.68,0.257,0.37,0.293,0.287,0.286,0.112,71.2,20.4,10.7,8.5,31.1,24.6,6.9,6.0,88.5,9.4,35.8,4.1,35.0,77.547727333,93.925161833,23.9,54.0
"Yamamoto, Yoshinobu",Dodgers,RHP,9166667,12,325000000,27083333.0,Yoshinobu Yamamoto,18,90.0,368,340,78,48,21,2,7,105,22,28.5,6.0,0.229,0.365,0.275,0.64,0.237,0.356,0.278,0.288,0.286,0.12,71.7,26.3,14.3,10.6,29.4,21.7,7.3,7.0,88.4,8.4,34.2,8.3,41.3,76.219423782,94.490868143,27.0,48.3
"Moore, Matt",Angels,LHP,9000000,,0,0.0,Matt Moore,51,48.1,210,179,39,22,6,0,11,41,26,19.5,12.4,0.218,0.436,0.324,0.76,0.216,0.405,0.329,0.318,0.322,0.189,71.5,22.2,13.0,9.5,32.8,23.9,7.4,1.0,88.8,23.0,38.3,9.2,35.5,78.595674559,93.797852941,26.7,48.6
"Wood, Alex",Athletics,LHP,8500000,,0,0.0,Alex Wood,9,39.1,186,158,51,32,13,0,6,33,19,17.7,10.2,0.323,0.519,0.408,0.927,0.302,0.486,0.398,0.386,0.396,0.185,71.9,22.5,22.6,18.6,36.9,30.4,7.3,2.0,92.3,14.5,41.1,8.5,48.8,82.281355556,95.94021792,20.7,42.2
"Miley, Wade",Brewers,LHP,8500000,,0,0.0,Wade Miley,2,7.0,30,24,6,5,0,0,1,2,4,6.7,13.3,0.25,0.375,0.379,0.754,0.342,0.519,0.343,0.428,0.455,0.178,71.4,16.7,10.8,9.5,32.4,28.6,7.3,0.0,90.0,0.2,34.8,8.7,34.8,80.435419091,94.354307143,9.6,44.1
"Kelly, Merrill",Diamondbacks,RHP,8500000,2,18000000,9000000.0,Merrill Kelly,13,73.2,300,277,67,39,16,1,11,63,19,21.0,6.3,0.242,0.426,0.294,0.72,0.263,0.47,0.311,0.34,0.314,0.207,72.7,30.6,14.2,11.4,32.3,25.9,7.5,7.0,90.5,11.0,33.5,10.7,40.9,80.356688571,94.677066333,21.3,48.2
"Lyles, Jordan",Royals,RHP,8500000,2,17000000,8500000.0,Jordan Lyles,5,5.0,19,17,2,0,2,0,0,3,2,15.8,10.5,0.118,0.235,0.211,0.446,0.23,0.418,0.205,0.319,0.311,0.188,71.3,13.6,17.6,13.6,41.2,31.8,7.2,1.0,93.1,16.3,28.6,14.3,64.3,83.814004286,96.63792,28.9,52.8
